,0,1,2,3,4
0,0.0120086669921875,0.011008024215698242,0.011008024215698242,0.010007381439208984,0.008008718490600586
1,0.009006261825561523,0.011008262634277344,0.013007879257202148,0.011008501052856445,0.0060045719146728516
2,0.009006261825561523,0.009006977081298828,0.009006977081298828,0.011007547378540039,0.013009786605834961
3,0.010007143020629883,0.010008096694946289,0.011008024215698242,0.010006904602050781,0.008005857467651367
4,0.010007381439208984,0.012008905410766602,0.010008096694946289,0.008005857467651367,0.007004737854003906
5,0.012009143829345703,0.014010190963745117,0.010007858276367188,0.012008428573608398,0.009006023406982422
6,0.01100778579711914,0.012005805969238281,0.012008190155029297,0.007005929946899414,0.0060045719146728516
7,0.012008905410766602,0.011008262634277344,0.011005640029907227,0.010007381439208984,0.0060045719146728516
8,0.011007547378540039,0.0120086669921875,0.01300954818725586,0.007005453109741211,0.0060045719146728516
9,0.010007619857788086,0.01100778579711914,0.010006904602050781,0.0070056915283203125,0.0060045719146728516
