,0,1,2,3,4
0,0.007004737854003906,0.009009122848510742,0.006006717681884766,0.008006095886230469,0.007001638412475586
1,0.013011455535888672,0.013011455535888672,0.01101231575012207,0.014011144638061523,0.01401066780090332
2,0.015012264251708984,0.01601266860961914,0.017014503479003906,0.01401209831237793,0.019014835357666016
3,0.021018266677856445,0.02001810073852539,0.024021625518798828,0.022020339965820312,0.019017934799194336
4,0.02502131462097168,0.024019956588745117,0.02602410316467285,0.030025959014892578,0.029026508331298828
5,0.02602243423461914,0.029024362564086914,0.033030033111572266,0.029023408889770508,0.02802276611328125
6,0.028026103973388672,0.0420379638671875,0.04404187202453613,0.04504108428955078,0.029024124145507812
7,0.03302884101867676,0.04203915596008301,0.04804229736328125,0.04503989219665527,0.03302884101867676
8,0.035032033920288086,0.04904484748840332,0.04704165458679199,0.04303550720214844,0.0370326042175293
9,0.04103565216064453,0.052046775817871094,0.059052228927612305,0.04403948783874512,0.044039011001586914
