,0,1,2,3,4
0,0.6048394055608821,0.6425832448515089,0.6425832448515089,0.6425832448515089,0.6425832448515089
1,0.6573697890142557,0.6431833271842229,0.6431833271842229,0.6431833271842229,0.6431833271842229
2,0.6377054074279342,0.6422990908591855,0.6266342233669518,0.6266342233669518,0.6266342233669518
3,0.6296612047407079,0.650736375711827,0.6299852076657081,0.6299852076657081,0.6299852076657081
4,0.6362272383676433,0.6400261339120775,0.6467122251820334,0.6467122251820334,0.6467122251820334
5,0.6411460851691837,0.6479066408450066,0.6143892325941,0.6026317227705221,0.6026317227705221
6,0.643007960034725,0.636073433540073,0.662844941593415,0.6256032328394718,0.6256032328394718
7,0.6276934114981797,0.6327776995799322,0.6385857072975777,0.6241062405978673,0.6334313332077625
8,0.6325911785285172,0.6274354760565602,0.6284472487721428,0.624503755209425,0.6332915882766789
9,0.6046183104908555,0.6340839743772546,0.6302346615240647,0.6110826868072534,0.6400568131400551
