,0,1,2,3,4
0,3.688842296600342,6.070188045501709,7.608373165130615,8.699740409851074,7.303142786026001
1,12.786884069442749,22.55344581604004,24.984328508377075,26.490967988967896,21.690288066864014
2,38.14549732208252,35.67058563232422,34.58131194114685,39.20530962944031,31.955217123031616
3,61.10626482963562,60.61889171600342,62.43180704116821,54.94450402259827,54.751357316970825
4,73.37228393554688,71.9836938381195,78.10091876983643,83.8007800579071,64.11758399009705
5,98.87999439239502,87.59827971458435,90.46699571609497,96.27897453308105,70.9473557472229
6,129.15840792655945,113.80005025863647,103.67369747161865,98.35858058929443,75.39780354499817
7,117.55194282531738,126.63746881484985,126.21310257911682,109.92902517318726,76.71180629730225
8,144.66590213775635,147.90492630004883,144.52876210212708,112.80824542045593,75.18210291862488
9,193.21846914291382,160.8113923072815,151.5562150478363,117.68449449539185,80.39211463928223
