,0,1,2,3,4
0,0.2561976909637451,0.24219441413879395,0.2812175750732422,0.3002333641052246,0.34926629066467285
1,0.4913783073425293,0.46335768699645996,0.4993882179260254,0.5033862590789795,0.5083904266357422
2,0.7205548286437988,0.7375702857971191,0.8206288814544678,0.8126251697540283,0.8166332244873047
3,1.0708272457122803,1.0418083667755127,1.1538958549499512,1.1398820877075195,1.1108558177947998
4,1.4411120414733887,1.3280274868011475,1.6252539157867432,1.4040892124176025,1.3510289192199707
5,1.575216293334961,1.7293322086334229,1.7233350276947021,1.6492698192596436,1.371058464050293
6,1.940497636795044,1.9545071125030518,2.0916097164154053,1.976515293121338,1.511160135269165
7,2.3678267002105713,2.3227837085723877,2.5899970531463623,2.0365686416625977,1.5366895198822021
8,2.5649831295013428,2.5599753856658936,2.618018865585327,2.2657437324523926,1.5697135925292969
9,2.432884931564331,2.8011562824249268,2.7170963287353516,2.2347171306610107,1.4756414890289307
