,0,1,2,3,4
0,0.2996233258928571,0.32837074900587565,0.32837074900587565,0.32837074900587565,0.32837074900587565
1,0.2985726556638086,0.29548174728525733,0.29548174728525733,0.29548174728525733,0.29548174728525733
2,0.30868735824613547,0.30291808148434696,0.3029049569907647,0.3029049569907647,0.3029049569907647
3,0.31073763962415224,0.3066465000518888,0.3012168434517349,0.3012168434517349,0.3012168434517349
4,0.30688441211049255,0.3037062573486481,0.3072543723290917,0.3072543723290917,0.3072543723290917
5,0.3052772319856107,0.3026625735606729,0.30270280872737365,0.30677385313274513,0.30677385313274513
6,0.3051917428269805,0.30296971948666723,0.3030031740869017,0.3074766489562714,0.3074766489562714
7,0.30320305980736,0.30126941934445656,0.30129522374562095,0.30517902144933967,0.307111588697984
8,0.30311401318940984,0.30140740320776754,0.30143002557250825,0.3048596330198925,0.303666868118316
9,0.29860075049911533,0.2970731919248241,0.29708709830028296,0.30015633486837734,0.30447907808369706
