,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,3.0,200,0.011345200007781386,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4]",200,0.25,1024
1,1,0.0,402,0.033286500023677945,"[0, 6, 2, 1, 0, 5, 2, 5, 6, 1]",200,0.25,1024
2,2,0.0,402,0.033286500023677945,"[0, 6, 2, 1, 0, 5, 2, 5, 6, 1]",200,0.25,1024
3,4,0.0,402,0.033286500023677945,"[0, 6, 2, 1, 0, 5, 2, 5, 6, 1]",200,0.25,1024
4,8,0.0,402,0.033286500023677945,"[0, 6, 2, 1, 0, 5, 2, 5, 6, 1]",200,0.25,1024
5,16,0.0,402,0.033286500023677945,"[0, 6, 2, 1, 0, 5, 2, 5, 6, 1]",200,0.25,1024
6,32,0.0,402,0.033286500023677945,"[0, 6, 2, 1, 0, 5, 2, 5, 6, 1]",200,0.25,1024
7,64,0.0,402,0.033286500023677945,"[0, 6, 2, 1, 0, 5, 2, 5, 6, 1]",200,0.25,1024
8,128,0.0,402,0.033286500023677945,"[0, 6, 2, 1, 0, 5, 2, 5, 6, 1]",200,0.25,1024
9,256,0.0,402,0.033286500023677945,"[0, 6, 2, 1, 0, 5, 2, 5, 6, 1]",200,0.25,1024
10,512,0.0,402,0.033286500023677945,"[0, 6, 2, 1, 0, 5, 2, 5, 6, 1]",200,0.25,1024
11,1024,0.0,402,0.033286500023677945,"[0, 6, 2, 1, 0, 5, 2, 5, 6, 1]",200,0.25,1024
12,0,3.0,200,0.0160162000101991,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4]",200,0.5,1024
13,1,0.0,402,0.03372870001476258,"[3, 4, 2, 0, 5, 1, 6, 2, 0, 1]",200,0.5,1024
14,2,0.0,402,0.03372870001476258,"[3, 4, 2, 0, 5, 1, 6, 2, 0, 1]",200,0.5,1024
15,4,0.0,402,0.03372870001476258,"[3, 4, 2, 0, 5, 1, 6, 2, 0, 1]",200,0.5,1024
16,8,0.0,402,0.03372870001476258,"[3, 4, 2, 0, 5, 1, 6, 2, 0, 1]",200,0.5,1024
17,16,0.0,402,0.03372870001476258,"[3, 4, 2, 0, 5, 1, 6, 2, 0, 1]",200,0.5,1024
18,32,0.0,402,0.03372870001476258,"[3, 4, 2, 0, 5, 1, 6, 2, 0, 1]",200,0.5,1024
19,64,0.0,402,0.03372870001476258,"[3, 4, 2, 0, 5, 1, 6, 2, 0, 1]",200,0.5,1024
