,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
130,28,0.274371900013648,1.0,11632.0,400,0.5,1024
131,29,0.3080708000343293,1.0,12033.0,400,0.5,1024
132,30,0.3406933000078425,1.0,12434.0,400,0.5,1024
133,31,0.37412970000877976,1.0,12835.0,400,0.5,1024
134,32,0.4062976000132039,1.0,13236.0,400,0.5,1024
135,33,0.4356915000244044,1.0,13637.0,400,0.5,1024
136,34,0.46594979998189956,1.0,14038.0,400,0.5,1024
137,35,0.4967602000106126,1.0,14439.0,400,0.5,1024
138,36,0.5259081000112928,1.0,14840.0,400,0.5,1024
139,37,0.5561728000175208,1.0,15241.0,400,0.5,1024
140,38,0.5846123999799602,1.0,15642.0,400,0.5,1024
141,39,0.6173993999836966,1.0,16043.0,400,0.5,1024
142,40,0.6498163000214845,1.0,16444.0,400,0.5,1024
143,41,0.6848347000195645,1.0,16845.0,400,0.5,1024
144,42,0.7173649999895133,0.0,17247.0,400,0.5,1024
145,0,0.021164200035855174,18.0,400.0,400,0.75,1024
146,1,0.0530933000263758,5.0,802.0,400,0.75,1024
147,2,0.08590170001843944,4.0,1204.0,400,0.75,1024
148,3,0.11650910001480952,3.0,1606.0,400,0.75,1024
149,4,0.14599050005199388,3.0,2007.0,400,0.75,1024
150,5,0.1787204000283964,3.0,2408.0,400,0.75,1024
151,6,0.20974850002676249,3.0,2809.0,400,0.75,1024
152,7,0.2407682000193745,3.0,3210.0,400,0.75,1024
153,8,0.26963130000513047,3.0,3611.0,400,0.75,1024
154,9,0.30455550004262477,2.0,4013.0,400,0.75,1024
155,10,0.3360421000397764,2.0,4414.0,400,0.75,1024
156,11,0.3669671000097878,2.0,4815.0,400,0.75,1024
157,12,0.39648990001296625,2.0,5216.0,400,0.75,1024
158,13,0.4300920000532642,2.0,5617.0,400,0.75,1024
159,14,0.463972500001546,2.0,6018.0,400,0.75,1024
160,15,0.4969418000546284,2.0,6419.0,400,0.75,1024
161,16,0.526023400016129,2.0,6820.0,400,0.75,1024
162,17,0.5573358000256121,2.0,7221.0,400,0.75,1024
163,18,0.5875793000450358,2.0,7622.0,400,0.75,1024
164,19,0.6159384000347927,2.0,8023.0,400,0.75,1024
165,20,0.020428800024092197,2.0,8424.0,400,0.75,1024
166,21,0.052249400003347546,2.0,8825.0,400,0.75,1024
167,22,0.08463290001964197,2.0,9226.0,400,0.75,1024
168,23,0.12051119998795912,2.0,9627.0,400,0.75,1024
169,24,0.15064790000906214,2.0,10028.0,400,0.75,1024
170,25,0.1820882000029087,2.0,10429.0,400,0.75,1024
171,26,0.21183550002751872,2.0,10830.0,400,0.75,1024
172,27,0.2435647000093013,2.0,11231.0,400,0.75,1024
173,28,0.274371900013648,2.0,11632.0,400,0.75,1024
174,29,0.3080708000343293,2.0,12033.0,400,0.75,1024
175,30,0.3406933000078425,2.0,12434.0,400,0.75,1024
176,31,0.37412970000877976,2.0,12835.0,400,0.75,1024
177,32,0.4062976000132039,2.0,13236.0,400,0.75,1024
178,33,0.4356915000244044,2.0,13637.0,400,0.75,1024
179,34,0.46594979998189956,2.0,14038.0,400,0.75,1024
180,35,0.4967602000106126,2.0,14439.0,400,0.75,1024
181,36,0.5259081000112928,2.0,14840.0,400,0.75,1024
182,37,0.5561728000175208,2.0,15241.0,400,0.75,1024
183,38,0.5846123999799602,2.0,15642.0,400,0.75,1024
184,39,0.6173993999836966,1.0,16044.0,400,0.75,1024
185,40,0.6498163000214845,1.0,16445.0,400,0.75,1024
186,41,0.6848347000195645,1.0,16846.0,400,0.75,1024
187,42,0.7173649999895133,1.0,17247.0,400,0.75,1024
188,43,0.7481856999802403,1.0,17648.0,400,0.75,1024
189,44,0.02511190000222996,1.0,18049.0,400,0.75,1024
190,45,0.06134120002388954,1.0,18450.0,400,0.75,1024
191,46,0.09543659997871146,1.0,18851.0,400,0.75,1024
192,47,0.12862390000373125,1.0,19252.0,400,0.75,1024
193,48,0.1605617000022903,1.0,19653.0,400,0.75,1024
194,49,0.19586679997155443,1.0,20054.0,400,0.75,1024
195,50,0.22766410000622272,0.0,20456.0,400,0.75,1024
196,0,0.021164200035855174,18.0,600.0,600,0.25,1024
197,1,0.0530933000263758,5.0,1202.0,600,0.25,1024
198,2,0.08590170001843944,3.0,1804.0,600,0.25,1024
199,3,0.11650910001480952,3.0,2405.0,600,0.25,1024
200,4,0.14599050005199388,3.0,3006.0,600,0.25,1024
201,5,0.1787204000283964,3.0,3607.0,600,0.25,1024
202,6,0.20974850002676249,2.0,4209.0,600,0.25,1024
203,7,0.2407682000193745,2.0,4810.0,600,0.25,1024
204,8,0.26963130000513047,2.0,5411.0,600,0.25,1024
205,9,0.30455550004262477,2.0,6012.0,600,0.25,1024
206,10,0.3360421000397764,2.0,6613.0,600,0.25,1024
207,11,0.3669671000097878,2.0,7214.0,600,0.25,1024
208,12,0.39648990001296625,2.0,7815.0,600,0.25,1024
209,13,0.4300920000532642,2.0,8416.0,600,0.25,1024
210,14,0.463972500001546,2.0,9017.0,600,0.25,1024
211,15,0.4969418000546284,1.0,9619.0,600,0.25,1024
212,16,0.526023400016129,1.0,10220.0,600,0.25,1024
213,17,0.5573358000256121,1.0,10821.0,600,0.25,1024
214,18,0.5875793000450358,1.0,11422.0,600,0.25,1024
215,19,0.6159384000347927,1.0,12023.0,600,0.25,1024
216,20,0.020428800024092197,1.0,12624.0,600,0.25,1024
217,21,0.052249400003347546,1.0,13225.0,600,0.25,1024
218,22,0.08463290001964197,1.0,13826.0,600,0.25,1024
219,23,0.12051119998795912,1.0,14427.0,600,0.25,1024
220,24,0.15064790000906214,1.0,15028.0,600,0.25,1024
221,25,0.1820882000029087,1.0,15629.0,600,0.25,1024
222,26,0.21183550002751872,1.0,16230.0,600,0.25,1024
223,27,0.2435647000093013,1.0,16831.0,600,0.25,1024
224,28,0.274371900013648,1.0,17432.0,600,0.25,1024
225,29,0.3080708000343293,1.0,18033.0,600,0.25,1024
226,30,0.3406933000078425,1.0,18634.0,600,0.25,1024
227,31,0.37412970000877976,1.0,19235.0,600,0.25,1024
228,32,0.4062976000132039,1.0,19836.0,600,0.25,1024
229,33,0.4356915000244044,1.0,20437.0,600,0.25,1024
230,34,0.46594979998189956,1.0,21038.0,600,0.25,1024
231,35,0.4967602000106126,1.0,21639.0,600,0.25,1024
232,36,0.5259081000112928,1.0,22240.0,600,0.25,1024
233,37,0.5561728000175208,1.0,22841.0,600,0.25,1024
234,38,0.5846123999799602,1.0,23442.0,600,0.25,1024
235,39,0.6173993999836966,1.0,24043.0,600,0.25,1024
236,40,0.6498163000214845,1.0,24644.0,600,0.25,1024
237,41,0.6848347000195645,1.0,25245.0,600,0.25,1024
238,42,0.7173649999895133,1.0,25846.0,600,0.25,1024
239,43,0.7481856999802403,0.0,26448.0,600,0.25,1024
240,0,0.021164200035855174,18.0,600.0,600,0.5,1024
241,1,0.0530933000263758,4.0,1202.0,600,0.5,1024
242,2,0.08590170001843944,3.0,1804.0,600,0.5,1024
243,3,0.11650910001480952,3.0,2405.0,600,0.5,1024
244,4,0.14599050005199388,3.0,3006.0,600,0.5,1024
245,5,0.1787204000283964,3.0,3607.0,600,0.5,1024
246,6,0.20974850002676249,3.0,4208.0,600,0.5,1024
247,7,0.2407682000193745,3.0,4809.0,600,0.5,1024
248,8,0.26963130000513047,3.0,5410.0,600,0.5,1024
249,9,0.30455550004262477,3.0,6011.0,600,0.5,1024
250,10,0.3360421000397764,3.0,6612.0,600,0.5,1024
251,11,0.3669671000097878,3.0,7213.0,600,0.5,1024
252,12,0.39648990001296625,3.0,7814.0,600,0.5,1024
253,13,0.4300920000532642,3.0,8415.0,600,0.5,1024
254,14,0.463972500001546,3.0,9016.0,600,0.5,1024
255,15,0.4969418000546284,3.0,9617.0,600,0.5,1024
256,16,0.526023400016129,0.0,10219.0,600,0.5,1024
257,0,0.021164200035855174,18.0,600.0,600,0.75,1024
258,1,0.0530933000263758,5.0,1202.0,600,0.75,1024
259,2,0.08590170001843944,4.0,1804.0,600,0.75,1024
260,3,0.11650910001480952,4.0,2405.0,600,0.75,1024
261,4,0.14599050005199388,4.0,3006.0,600,0.75,1024
262,5,0.1787204000283964,4.0,3607.0,600,0.75,1024
263,6,0.20974850002676249,2.0,4209.0,600,0.75,1024
264,7,0.2407682000193745,2.0,4810.0,600,0.75,1024
265,8,0.26963130000513047,2.0,5411.0,600,0.75,1024
266,9,0.30455550004262477,2.0,6012.0,600,0.75,1024
267,10,0.3360421000397764,2.0,6613.0,600,0.75,1024
268,11,0.3669671000097878,2.0,7214.0,600,0.75,1024
269,12,0.39648990001296625,2.0,7815.0,600,0.75,1024
270,13,0.4300920000532642,2.0,8416.0,600,0.75,1024
271,14,0.463972500001546,2.0,9017.0,600,0.75,1024
272,15,0.4969418000546284,2.0,9618.0,600,0.75,1024
273,16,0.526023400016129,2.0,10219.0,600,0.75,1024
274,17,0.5573358000256121,2.0,10820.0,600,0.75,1024
275,18,0.5875793000450358,2.0,11421.0,600,0.75,1024
276,19,0.6159384000347927,2.0,12022.0,600,0.75,1024
277,20,0.020428800024092197,2.0,12623.0,600,0.75,1024
278,21,0.052249400003347546,2.0,13224.0,600,0.75,1024
279,22,0.08463290001964197,2.0,13825.0,600,0.75,1024
280,23,0.12051119998795912,2.0,14426.0,600,0.75,1024
281,24,0.15064790000906214,2.0,15027.0,600,0.75,1024
282,25,0.1820882000029087,2.0,15628.0,600,0.75,1024
283,26,0.21183550002751872,2.0,16229.0,600,0.75,1024
284,27,0.2435647000093013,2.0,16830.0,600,0.75,1024
285,28,0.274371900013648,2.0,17431.0,600,0.75,1024
286,29,0.3080708000343293,2.0,18032.0,600,0.75,1024
287,30,0.3406933000078425,2.0,18633.0,600,0.75,1024
288,31,0.37412970000877976,2.0,19234.0,600,0.75,1024
289,32,0.4062976000132039,2.0,19835.0,600,0.75,1024
290,33,0.4356915000244044,2.0,20436.0,600,0.75,1024
291,34,0.46594979998189956,2.0,21037.0,600,0.75,1024
292,35,0.4967602000106126,2.0,21638.0,600,0.75,1024
293,36,0.5259081000112928,2.0,22239.0,600,0.75,1024
294,37,0.5561728000175208,2.0,22840.0,600,0.75,1024
295,38,0.5846123999799602,2.0,23441.0,600,0.75,1024
296,39,0.6173993999836966,2.0,24042.0,600,0.75,1024
297,40,0.6498163000214845,2.0,24643.0,600,0.75,1024
298,41,0.6848347000195645,1.0,25245.0,600,0.75,1024
299,42,0.7173649999895133,1.0,25846.0,600,0.75,1024
300,43,0.7481856999802403,1.0,26447.0,600,0.75,1024
301,44,0.02511190000222996,1.0,27048.0,600,0.75,1024
302,45,0.06134120002388954,1.0,27649.0,600,0.75,1024
303,46,0.09543659997871146,1.0,28250.0,600,0.75,1024
304,47,0.12862390000373125,1.0,28851.0,600,0.75,1024
305,48,0.1605617000022903,1.0,29452.0,600,0.75,1024
306,49,0.19586679997155443,1.0,30053.0,600,0.75,1024
307,50,0.22766410000622272,0.0,30655.0,600,0.75,1024
