,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,18.0,200,0.021164200035855174,"[1, 10, 2, 1, 8, 0, 7, 4, 8, 10, 10, 4, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 5, 1, 7, 4, 3, 7, 0, 2, 2, 0, 4, 10, 1, 10, 4, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 5, 2, 5, 8, 3, 10]",200,0.25,1024
1,1,5.0,402,0.0530933000263758,"[10, 6, 7, 4, 3, 0, 0, 10, 1, 3, 7, 9, 2, 5, 6, 0, 2, 0, 3, 5, 4, 0, 9, 0, 8, 10, 0, 4, 8, 10, 6, 3, 10, 2, 4, 1, 2, 4, 9, 6, 5, 10, 10, 1, 9, 3, 2, 4, 7, 5, 0, 9, 1, 6, 7, 5, 3, 4, 10, 1]",200,0.25,1024
2,2,3.0,604,0.08590170001843944,"[5, 0, 7, 5, 9, 0, 9, 4, 5, 2, 2, 5, 10, 10, 7, 5, 4, 5, 8, 0, 6, 9, 3, 6, 0, 2, 10, 3, 6, 2, 9, 2, 1, 10, 0, 7, 6, 5, 0, 1, 1, 7, 10, 4, 7, 10, 4, 9, 7, 7, 5, 3, 1, 9, 4, 10, 3, 6, 7, 2]",200,0.25,1024
3,4,2.0,1007,0.14599050005199388,"[5, 0, 2, 5, 2, 0, 8, 4, 5, 2, 1, 0, 10, 2, 1, 5, 4, 7, 8, 5, 10, 9, 0, 4, 0, 2, 10, 6, 9, 2, 9, 2, 3, 4, 0, 4, 6, 9, 1, 1, 2, 8, 4, 10, 7, 10, 8, 9, 4, 7, 5, 10, 1, 1, 4, 10, 5, 9, 2, 2]",200,0.25,1024
4,8,2.0,1811,0.26963130000513047,"[5, 0, 2, 5, 2, 0, 8, 4, 5, 2, 1, 0, 10, 2, 1, 5, 4, 7, 8, 5, 10, 9, 0, 4, 0, 2, 10, 6, 9, 2, 9, 2, 3, 4, 0, 4, 6, 9, 1, 1, 2, 8, 4, 10, 7, 10, 8, 9, 4, 7, 5, 10, 1, 1, 4, 10, 5, 9, 2, 2]",200,0.25,1024
5,16,1.0,3420,0.526023400016129,"[7, 6, 5, 8, 10, 9, 9, 7, 5, 6, 2, 0, 1, 10, 9, 7, 6, 1, 5, 5, 1, 9, 4, 6, 0, 9, 10, 5, 10, 2, 6, 1, 0, 10, 9, 7, 2, 5, 4, 8, 6, 8, 1, 4, 7, 4, 2, 3, 4, 10, 4, 1, 6, 2, 5, 10, 8, 0, 8, 0]",200,0.25,1024
6,32,0.0,4024,0.6159384000347927,"[8, 0, 2, 5, 2, 0, 8, 4, 5, 2, 5, 0, 1, 2, 1, 5, 4, 7, 8, 5, 10, 9, 0, 4, 0, 2, 10, 6, 9, 2, 9, 2, 5, 4, 3, 0, 6, 9, 1, 1, 2, 8, 4, 1, 7, 10, 8, 9, 4, 7, 5, 10, 1, 1, 4, 10, 5, 9, 4, 2]",200,0.25,1024
7,64,0.0,4024,0.6159384000347927,"[8, 0, 2, 5, 2, 0, 8, 4, 5, 2, 5, 0, 1, 2, 1, 5, 4, 7, 8, 5, 10, 9, 0, 4, 0, 2, 10, 6, 9, 2, 9, 2, 5, 4, 3, 0, 6, 9, 1, 1, 2, 8, 4, 1, 7, 10, 8, 9, 4, 7, 5, 10, 1, 1, 4, 10, 5, 9, 4, 2]",200,0.25,1024
8,128,0.0,4024,0.6159384000347927,"[8, 0, 2, 5, 2, 0, 8, 4, 5, 2, 5, 0, 1, 2, 1, 5, 4, 7, 8, 5, 10, 9, 0, 4, 0, 2, 10, 6, 9, 2, 9, 2, 5, 4, 3, 0, 6, 9, 1, 1, 2, 8, 4, 1, 7, 10, 8, 9, 4, 7, 5, 10, 1, 1, 4, 10, 5, 9, 4, 2]",200,0.25,1024
9,256,0.0,4024,0.6159384000347927,"[8, 0, 2, 5, 2, 0, 8, 4, 5, 2, 5, 0, 1, 2, 1, 5, 4, 7, 8, 5, 10, 9, 0, 4, 0, 2, 10, 6, 9, 2, 9, 2, 5, 4, 3, 0, 6, 9, 1, 1, 2, 8, 4, 1, 7, 10, 8, 9, 4, 7, 5, 10, 1, 1, 4, 10, 5, 9, 4, 2]",200,0.25,1024
