,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,22.0,0,0.0003986000083386898,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0, 12, 2, 2, 0, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 5, 1, 4, 12, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",geometric,0.1,0.99,0.001,0.09999959939440693,0.1,1024
1,1,22.0,2,0.0018603000207804143,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 0, 11, 3, 7, 0, 12, 2, 2, 0, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 5, 1, 4, 12, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",geometric,0.1,0.99,0.001,0.0999981303534784,0.1,1024
2,2,21.0,4,0.0031433000112883747,"[1, 10, 2, 1, 8, 11, 12, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 0, 11, 3, 7, 0, 12, 2, 2, 0, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 5, 1, 4, 12, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",geometric,0.1,0.99,0.001,0.09999684092781957,0.1,1024
3,4,20.0,8,0.00467150000622496,"[1, 10, 2, 1, 6, 11, 12, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 0, 11, 3, 7, 0, 12, 2, 2, 0, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 5, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 5, 1, 4, 12, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",geometric,0.1,0.99,0.001,0.09999530509581386,0.1,1024
4,8,19.0,15,0.006829200021456927,"[1, 10, 2, 1, 6, 11, 12, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 1, 1, 7, 0, 11, 3, 7, 0, 12, 2, 2, 0, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 3, 2, 1, 10, 4, 1, 4, 5, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 5, 1, 4, 5, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",geometric,0.1,0.99,0.001,0.09999313666015532,0.1,1024
5,16,19.0,30,0.010056400031317025,"[1, 10, 2, 1, 6, 11, 12, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 1, 1, 7, 0, 11, 3, 7, 0, 12, 2, 2, 2, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 3, 2, 4, 0, 4, 1, 4, 5, 12, 7, 2, 5, 8, 3, 12, 4, 10, 9, 3, 2, 3, 9, 1, 0, 3, 7, 5, 1, 4, 5, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",geometric,0.1,0.99,0.001,0.09998989349096285,0.1,1024
6,32,17.0,57,0.015027400047983974,"[1, 10, 7, 1, 6, 11, 12, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 11, 4, 11, 1, 1, 7, 0, 8, 6, 7, 0, 12, 12, 2, 12, 11, 4, 10, 1, 10, 12, 4, 12, 4, 1, 4, 7, 7, 3, 2, 4, 0, 4, 1, 4, 5, 12, 7, 1, 5, 8, 3, 12, 4, 10, 9, 3, 2, 3, 12, 1, 0, 3, 7, 5, 1, 4, 5, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 5, 12]",geometric,0.1,0.99,0.001,0.09998489809870323,0.1,1024
7,64,6.0,111,0.02389410004252568,"[1, 10, 7, 1, 8, 11, 12, 11, 0, 7, 4, 8, 10, 10, 0, 8, 4, 11, 2, 6, 6, 7, 2, 6, 10, 0, 0, 3, 7, 4, 11, 4, 11, 1, 1, 7, 0, 8, 0, 8, 0, 12, 10, 2, 12, 11, 9, 10, 4, 10, 12, 4, 12, 4, 1, 4, 12, 9, 0, 5, 4, 0, 4, 1, 4, 5, 12, 7, 1, 5, 8, 3, 7, 4, 10, 9, 3, 2, 3, 12, 1, 0, 3, 7, 0, 1, 4, 5, 9, 2, 7, 1, 5, 3, 8, 7, 4, 12, 1, 12]",geometric,0.1,0.99,0.001,0.09997598851018531,0.1,1024
8,128,4.0,218,0.040937500016298145,"[6, 3, 7, 6, 8, 6, 12, 11, 0, 8, 11, 2, 10, 10, 0, 8, 4, 11, 2, 6, 6, 6, 2, 1, 10, 7, 0, 3, 7, 12, 11, 4, 11, 1, 4, 7, 0, 8, 1, 8, 0, 12, 10, 2, 12, 12, 9, 10, 4, 8, 0, 4, 12, 4, 1, 4, 12, 9, 0, 5, 4, 1, 4, 1, 4, 5, 12, 7, 1, 3, 8, 3, 7, 0, 2, 11, 3, 8, 9, 12, 12, 0, 3, 7, 2, 1, 3, 2, 9, 2, 6, 1, 12, 8, 7, 9, 4, 12, 1, 2]",geometric,0.1,0.99,0.001,0.09995886490038632,0.1,1024
9,256,1.0,414,0.07620370003860444,"[6, 10, 10, 9, 8, 6, 12, 11, 0, 11, 11, 2, 0, 10, 11, 0, 1, 5, 2, 6, 6, 6, 5, 1, 10, 11, 0, 3, 7, 5, 0, 12, 12, 3, 4, 7, 9, 3, 6, 8, 0, 12, 1, 2, 9, 6, 9, 10, 4, 9, 10, 4, 12, 5, 1, 8, 9, 9, 11, 5, 3, 1, 4, 2, 4, 5, 11, 7, 1, 3, 11, 3, 7, 11, 9, 11, 3, 8, 9, 11, 4, 9, 9, 9, 6, 1, 10, 2, 9, 9, 4, 1, 2, 3, 7, 9, 1, 3, 1, 2]",geometric,0.1,0.99,0.001,0.09992344204270316,0.1,1024
10,512,0.0,538,0.10049620002973825,"[6, 10, 10, 9, 4, 6, 11, 11, 0, 11, 0, 0, 1, 10, 9, 0, 2, 5, 10, 12, 6, 6, 5, 1, 10, 11, 12, 3, 6, 5, 5, 12, 2, 7, 3, 7, 3, 7, 6, 8, 0, 3, 1, 5, 5, 6, 9, 6, 4, 9, 9, 4, 12, 12, 2, 5, 2, 9, 8, 5, 3, 1, 8, 4, 6, 8, 11, 7, 3, 3, 11, 3, 7, 11, 9, 4, 10, 8, 9, 11, 4, 2, 9, 9, 7, 0, 5, 2, 9, 9, 8, 0, 2, 3, 7, 9, 1, 3, 1, 2]",geometric,0.1,0.99,0.001,0.09989904893367846,0.1,1024
11,1024,0.0,538,0.10049620002973825,"[6, 10, 10, 9, 4, 6, 11, 11, 0, 11, 0, 0, 1, 10, 9, 0, 2, 5, 10, 12, 6, 6, 5, 1, 10, 11, 12, 3, 6, 5, 5, 12, 2, 7, 3, 7, 3, 7, 6, 8, 0, 3, 1, 5, 5, 6, 9, 6, 4, 9, 9, 4, 12, 12, 2, 5, 2, 9, 8, 5, 3, 1, 8, 4, 6, 8, 11, 7, 3, 3, 11, 3, 7, 11, 9, 4, 10, 8, 9, 11, 4, 2, 9, 9, 7, 0, 5, 2, 9, 9, 8, 0, 2, 3, 7, 9, 1, 3, 1, 2]",geometric,0.1,0.99,0.001,0.09989904893367846,0.1,1024
12,0,22.0,0,0.00027469999622553587,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0, 12, 2, 2, 0, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 5, 1, 4, 12, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",geometric,0.5,0.99,0.001,0.499998619588295,0.5,1024
13,1,22.0,2,0.0020265000057406723,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 0, 11, 3, 7, 0, 12, 2, 2, 0, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 5, 1, 4, 12, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",geometric,0.5,0.99,0.001,0.4999898166008706,0.5,1024
14,2,21.0,4,0.003981299989391118,"[1, 10, 2, 1, 8, 11, 12, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 0, 11, 3, 7, 0, 12, 2, 2, 0, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 5, 1, 4, 12, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",geometric,0.5,0.99,0.001,0.4999799936992493,0.5,1024
