,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,0.00035170000046491623,5.0,0.0,0.1,1024
1,1,0.0027358000515960157,5.0,1.0,0.1,1024
2,2,0.004453400033526123,5.0,2.0,0.1,1024
3,3,0.006200200004968792,5.0,4.0,0.1,1024
4,4,0.006288700038567185,5.0,5.0,0.1,1024
5,5,0.008263600000645965,5.0,6.0,0.1,1024
6,6,0.00834590004524216,5.0,7.0,0.1,1024
7,7,0.00843170000007376,4.0,9.0,0.1,1024
8,8,0.008496700029354542,4.0,10.0,0.1,1024
9,9,0.010753900045529008,4.0,12.0,0.1,1024
10,10,0.010853300045710057,4.0,13.0,0.1,1024
11,11,0.01094170002033934,4.0,15.0,0.1,1024
12,12,0.011002700019162148,4.0,16.0,0.1,1024
13,13,0.011062400008086115,4.0,17.0,0.1,1024
14,14,0.011142500035930425,3.0,19.0,0.1,1024
15,15,0.011226700036786497,3.0,21.0,0.1,1024
16,16,0.011308000015560538,1.0,23.0,0.1,1024
17,17,0.013088200008496642,1.0,25.0,0.1,1024
18,18,0.013188700017053634,1.0,27.0,0.1,1024
19,19,0.013251800031866878,1.0,28.0,0.1,1024
20,20,0.01331220002612099,1.0,29.0,0.1,1024
21,21,0.013396000023931265,1.0,31.0,0.1,1024
22,22,0.013456700020469725,1.0,32.0,0.1,1024
23,23,0.013614800001960248,1.0,34.0,0.1,1024
24,24,0.013717500027269125,1.0,36.0,0.1,1024
25,25,0.013954200025182217,1.0,37.0,0.1,1024
26,26,0.014186300046276301,0.0,39.0,0.1,1024
27,0,0.00035170000046491623,5.0,0.0,0.5,1024
28,1,0.0027358000515960157,5.0,1.0,0.5,1024
29,2,0.004453400033526123,5.0,2.0,0.5,1024
30,3,0.006200200004968792,5.0,4.0,0.5,1024
31,4,0.006288700038567185,5.0,5.0,0.5,1024
32,5,0.008263600000645965,5.0,6.0,0.5,1024
33,6,0.00834590004524216,5.0,7.0,0.5,1024
34,7,0.00843170000007376,4.0,9.0,0.5,1024
35,8,0.008496700029354542,4.0,10.0,0.5,1024
36,9,0.010753900045529008,4.0,12.0,0.5,1024
37,10,0.010853300045710057,4.0,13.0,0.5,1024
38,11,0.01094170002033934,4.0,15.0,0.5,1024
39,12,0.011002700019162148,4.0,16.0,0.5,1024
40,13,0.011062400008086115,4.0,17.0,0.5,1024
41,14,0.011142500035930425,3.0,19.0,0.5,1024
42,15,0.011226700036786497,3.0,21.0,0.5,1024
43,16,0.011308000015560538,1.0,23.0,0.5,1024
44,17,0.013088200008496642,1.0,25.0,0.5,1024
45,18,0.013188700017053634,1.0,27.0,0.5,1024
46,19,0.013251800031866878,1.0,28.0,0.5,1024
47,20,0.01331220002612099,1.0,29.0,0.5,1024
48,21,0.013396000023931265,1.0,31.0,0.5,1024
49,22,0.013456700020469725,1.0,32.0,0.5,1024
50,23,0.013614800001960248,1.0,34.0,0.5,1024
51,24,0.013717500027269125,1.0,36.0,0.5,1024
52,25,0.013954200025182217,1.0,37.0,0.5,1024
53,26,0.014186300046276301,0.0,39.0,0.5,1024
54,0,0.00035170000046491623,5.0,0.0,0.75,1024
55,1,0.0027358000515960157,5.0,1.0,0.75,1024
56,2,0.004453400033526123,5.0,2.0,0.75,1024
57,3,0.006200200004968792,5.0,4.0,0.75,1024
58,4,0.006288700038567185,5.0,5.0,0.75,1024
59,5,0.008263600000645965,5.0,6.0,0.75,1024
60,6,0.00834590004524216,5.0,7.0,0.75,1024
61,7,0.00843170000007376,4.0,9.0,0.75,1024
62,8,0.008496700029354542,4.0,10.0,0.75,1024
63,9,0.010753900045529008,4.0,12.0,0.75,1024
64,10,0.010853300045710057,4.0,13.0,0.75,1024
65,11,0.01094170002033934,4.0,15.0,0.75,1024
66,12,0.011002700019162148,4.0,16.0,0.75,1024
67,13,0.011062400008086115,5.0,18.0,0.75,1024
68,14,0.011142500035930425,3.0,20.0,0.75,1024
69,15,0.011226700036786497,3.0,22.0,0.75,1024
70,16,0.011308000015560538,1.0,24.0,0.75,1024
71,17,0.013088200008496642,1.0,26.0,0.75,1024
72,18,0.013188700017053634,1.0,28.0,0.75,1024
73,19,0.013251800031866878,1.0,29.0,0.75,1024
74,20,0.01331220002612099,1.0,30.0,0.75,1024
75,21,0.013396000023931265,1.0,32.0,0.75,1024
76,22,0.013456700020469725,1.0,33.0,0.75,1024
77,23,0.013614800001960248,1.0,35.0,0.75,1024
78,24,0.013717500027269125,1.0,37.0,0.75,1024
79,25,0.013954200025182217,1.0,38.0,0.75,1024
80,26,0.014186300046276301,0.0,40.0,0.75,1024
81,0,0.00035170000046491623,5.0,0.0,1.0,1024
82,1,0.0027358000515960157,5.0,1.0,1.0,1024
83,2,0.004453400033526123,5.0,2.0,1.0,1024
84,3,0.006200200004968792,5.0,4.0,1.0,1024
85,4,0.006288700038567185,5.0,5.0,1.0,1024
