,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,209.0,200,0.005797399993753061,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2]",200,0.25,1024
1,1,301.0,402,0.018186899993452244,"[2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1]",200,0.25,1024
2,2,306.0,604,0.031118300001253374,"[0, 4, 4, 3, 4, 3, 1, 2, 4, 4, 4, 2, 3, 4, 3, 2, 4, 3, 0, 1]",200,0.25,1024
3,4,321.0,1007,0.057801099988864735,"[3, 4, 4, 0, 4, 2, 2, 3, 3, 4, 4, 4, 3, 0, 3, 0, 4, 4, 1, 2]",200,0.25,1024
4,8,365.0,1814,0.10572439999668859,"[4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 0, 3, 3, 0, 4, 0, 2]",200,0.25,1024
5,16,365.0,3422,0.20278680000046734,"[4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 0, 3, 3, 0, 4, 0, 2]",200,0.25,1024
6,32,378.0,6644,0.396003899993957,"[4, 4, 4, 0, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 4, 0, 1]",200,0.25,1024
7,64,380.0,13078,0.7735606999922311,"[4, 4, 4, 0, 4, 3, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 3, 4, 0, 1]",200,0.25,1024
8,128,380.0,25942,1.5260529999941355,"[4, 4, 4, 0, 4, 3, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 3, 4, 0, 1]",200,0.25,1024
9,256,380.0,51670,3.052274799993029,"[4, 4, 4, 0, 4, 3, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 3, 4, 0, 1]",200,0.25,1024
10,512,380.0,103126,6.118714500000351,"[4, 4, 4, 0, 4, 3, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 3, 4, 0, 1]",200,0.25,1024
11,1024,380.0,107749,6.399365799996303,"[4, 4, 4, 0, 4, 3, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 3, 4, 0, 1]",200,0.25,1024
12,0,209.0,200,0.004932999989250675,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2]",200,0.5,1024
13,1,301.0,402,0.019313099997816607,"[2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1]",200,0.5,1024
14,2,312.0,604,0.035236899988376535,"[4, 4, 2, 1, 2, 3, 2, 4, 4, 4, 3, 4, 1, 4, 3, 3, 4, 3, 4, 0]",200,0.5,1024
15,4,336.0,1007,0.061358999999356456,"[4, 4, 4, 0, 1, 3, 4, 4, 4, 3, 4, 2, 4, 3, 1, 4, 4, 4, 3, 2]",200,0.5,1024
16,8,351.0,1813,0.1112210999999661,"[4, 4, 4, 4, 3, 4, 3, 3, 4, 2, 4, 4, 4, 3, 2, 4, 1, 4, 1, 1]",200,0.5,1024
17,16,366.0,3425,0.20914279999851715,"[4, 4, 4, 0, 2, 4, 4, 4, 4, 3, 4, 4, 4, 0, 4, 4, 2, 4, 3, 2]",200,0.5,1024
18,32,378.0,6646,0.40711559999908786,"[4, 4, 4, 0, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 4, 0, 1]",200,0.5,1024
19,64,380.0,13080,0.8042457999981707,"[4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 3, 4, 0, 0]",200,0.5,1024
20,128,380.0,25944,1.585806799994316,"[4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 3, 4, 0, 0]",200,0.5,1024
21,256,380.0,51672,3.1680074999894714,"[4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 3, 4, 0, 0]",200,0.5,1024
22,512,380.0,103128,6.332418199992389,"[4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 3, 4, 0, 0]",200,0.5,1024
23,1024,380.0,109158,6.70734039999661,"[4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 3, 4, 0, 0]",200,0.5,1024
24,0,209.0,200,0.003963199997087941,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2]",200,0.75,1024
25,1,301.0,402,0.019444999998086132,"[2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1]",200,0.75,1024
26,2,318.0,604,0.03506259999994654,"[4, 3, 3, 2, 4, 4, 4, 2, 2, 4, 2, 3, 2, 3, 3, 4, 3, 4, 2, 0]",200,0.75,1024
27,4,341.0,1007,0.0629596000071615,"[4, 4, 4, 1, 4, 3, 4, 4, 4, 1, 4, 4, 1, 1, 3, 4, 2, 4, 1, 1]",200,0.75,1024
28,8,345.0,1813,0.11392720000003465,"[4, 4, 4, 2, 4, 2, 3, 3, 4, 3, 4, 4, 1, 4, 4, 3, 3, 3, 0, 1]",200,0.75,1024
29,16,364.0,3426,0.21354620000056457,"[4, 4, 3, 0, 4, 4, 4, 2, 4, 3, 3, 4, 4, 4, 4, 4, 3, 4, 1, 1]",200,0.75,1024
30,32,378.0,6648,0.41412539999873843,"[4, 4, 4, 0, 4, 3, 4, 4, 4, 3, 4, 4, 4, 2, 4, 4, 2, 4, 0, 2]",200,0.75,1024
31,64,380.0,13082,0.8145237999997335,"[4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 0, 1]",200,0.75,1024
32,128,380.0,25946,1.6165917000034824,"[4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 0, 1]",200,0.75,1024
33,256,380.0,51674,3.225033299997449,"[4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 0, 1]",200,0.75,1024
34,512,381.0,103131,6.466051299998071,"[4, 4, 4, 0, 4, 4, 4, 4, 4, 3, 4, 4, 4, 1, 4, 4, 4, 4, 0, 0]",200,0.75,1024
35,1024,381.0,188958,11.902114099997561,"[4, 4, 4, 0, 4, 4, 4, 4, 4, 3, 4, 4, 4, 1, 4, 4, 4, 4, 0, 0]",200,0.75,1024
36,0,209.0,400,0.008879800006980076,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2]",400,0.25,1024
37,1,308.0,802,0.0378398000029847,"[3, 3, 4, 3, 4, 3, 3, 2, 3, 2, 4, 4, 0, 3, 4, 3, 4, 1, 3, 3]",400,0.25,1024
38,2,308.0,1203,0.0654489000007743,"[3, 3, 4, 3, 4, 3, 3, 2, 3, 2, 4, 4, 0, 3, 4, 3, 4, 1, 3, 3]",400,0.25,1024
