,Iteration,Fitness,FEvals,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,23.0,200,0.0750053000083426,"[1, 10, 18, 17, 11, 15, 11, 0, 4, 8, 10, 10, 12, 11, 11, 15, 18, 6, 2, 14]",False,200,0.25,1024
1,1,10.0,402,0.34182549999968614,"[13.0, 8.0, 3.0, 5.0, 2.0, 9.0, 12.0, 10.0, 4.0, 14.0, 4.0, 19.0, 0.0, 6.0, 6.0, 15.0, 7.0, 1.0, 3.0, 0.0]",False,200,0.25,1024
2,2,9.0,604,0.6233615000091959,"[6.0, 18.0, 3.0, 14.0, 16.0, 6.0, 10.0, 12.0, 0.0, 5.0, 17.0, 4.0, 1.0, 0.0, 13.0, 18.0, 7.0, 19.0, 2.0, 5.0]",False,200,0.25,1024
3,4,8.0,1007,1.168915600006585,"[10.0, 6.0, 5.0, 1.0, 14.0, 19.0, 17.0, 10.0, 12.0, 2.0, 2.0, 5.0, 3.0, 8.0, 0.0, 16.0, 11.0, 4.0, 18.0, 7.0]",False,200,0.25,1024
4,8,8.0,1811,2.308584400001564,"[10.0, 6.0, 5.0, 1.0, 14.0, 19.0, 17.0, 10.0, 12.0, 2.0, 2.0, 5.0, 3.0, 8.0, 0.0, 16.0, 11.0, 4.0, 18.0, 7.0]",False,200,0.25,1024
5,16,8.0,3419,4.454133100007311,"[10.0, 6.0, 5.0, 1.0, 14.0, 19.0, 17.0, 10.0, 12.0, 2.0, 2.0, 5.0, 3.0, 8.0, 0.0, 16.0, 11.0, 4.0, 18.0, 7.0]",False,200,0.25,1024
6,32,8.0,6635,8.663993000009214,"[10.0, 6.0, 5.0, 1.0, 14.0, 19.0, 17.0, 10.0, 12.0, 2.0, 2.0, 5.0, 3.0, 8.0, 0.0, 16.0, 11.0, 4.0, 18.0, 7.0]",False,200,0.25,1024
7,64,8.0,13067,16.752646399996593,"[10.0, 6.0, 5.0, 1.0, 14.0, 19.0, 17.0, 10.0, 12.0, 2.0, 2.0, 5.0, 3.0, 8.0, 0.0, 16.0, 11.0, 4.0, 18.0, 7.0]",False,200,0.25,1024
8,128,8.0,25931,32.90817500000412,"[10.0, 6.0, 5.0, 1.0, 14.0, 19.0, 17.0, 10.0, 12.0, 2.0, 2.0, 5.0, 3.0, 8.0, 0.0, 16.0, 11.0, 4.0, 18.0, 7.0]",False,200,0.25,1024
9,256,8.0,51659,65.49904450000031,"[10.0, 6.0, 5.0, 1.0, 14.0, 19.0, 17.0, 10.0, 12.0, 2.0, 2.0, 5.0, 3.0, 8.0, 0.0, 16.0, 11.0, 4.0, 18.0, 7.0]",False,200,0.25,1024
10,512,8.0,101507,128.73720010000397,"[10.0, 6.0, 5.0, 1.0, 14.0, 19.0, 17.0, 10.0, 12.0, 2.0, 2.0, 5.0, 3.0, 8.0, 0.0, 16.0, 11.0, 4.0, 18.0, 7.0]",False,200,0.25,1024
11,1024,8.0,101507,128.73720010000397,"[10.0, 6.0, 5.0, 1.0, 14.0, 19.0, 17.0, 10.0, 12.0, 2.0, 2.0, 5.0, 3.0, 8.0, 0.0, 16.0, 11.0, 4.0, 18.0, 7.0]",False,200,0.25,1024
12,0,23.0,200,0.07256990000314545,"[1, 10, 18, 17, 11, 15, 11, 0, 4, 8, 10, 10, 12, 11, 11, 15, 18, 6, 2, 14]",False,200,0.5,1024
13,1,11.0,402,0.3410005000041565,"[15.0, 19.0, 1.0, 10.0, 8.0, 16.0, 18.0, 2.0, 5.0, 2.0, 12.0, 13.0, 14.0, 3.0, 14.0, 7.0, 14.0, 6.0, 0.0, 18.0]",False,200,0.5,1024
14,2,9.0,604,0.6241543000069214,"[18.0, 14.0, 1.0, 19.0, 8.0, 12.0, 10.0, 7.0, 0.0, 0.0, 11.0, 13.0, 15.0, 0.0, 0.0, 4.0, 5.0, 13.0, 8.0, 16.0]",False,200,0.5,1024
15,4,9.0,1006,1.1891775999974925,"[18.0, 14.0, 1.0, 19.0, 8.0, 12.0, 10.0, 7.0, 0.0, 0.0, 11.0, 13.0, 15.0, 0.0, 0.0, 4.0, 5.0, 13.0, 8.0, 16.0]",False,200,0.5,1024
16,8,8.0,1811,2.316413599997759,"[14.0, 19.0, 4.0, 10.0, 15.0, 6.0, 17.0, 5.0, 17.0, 2.0, 14.0, 18.0, 3.0, 3.0, 13.0, 18.0, 16.0, 1.0, 3.0, 7.0]",False,200,0.5,1024
17,16,7.0,3420,4.539425499999197,"[2.0, 14.0, 3.0, 19.0, 6.0, 12.0, 18.0, 7.0, 0.0, 0.0, 10.0, 18.0, 15.0, 0.0, 19.0, 1.0, 5.0, 13.0, 8.0, 16.0]",False,200,0.5,1024
18,32,7.0,6636,8.93180520000169,"[2.0, 14.0, 3.0, 19.0, 6.0, 12.0, 18.0, 7.0, 0.0, 0.0, 10.0, 18.0, 15.0, 0.0, 19.0, 1.0, 5.0, 13.0, 8.0, 16.0]",False,200,0.5,1024
19,64,7.0,13068,17.649140699999407,"[2.0, 14.0, 3.0, 19.0, 6.0, 12.0, 18.0, 7.0, 0.0, 0.0, 10.0, 18.0, 15.0, 0.0, 19.0, 1.0, 5.0, 13.0, 8.0, 16.0]",False,200,0.5,1024
20,128,7.0,25932,34.905057700001635,"[2.0, 14.0, 3.0, 19.0, 6.0, 12.0, 18.0, 7.0, 0.0, 0.0, 10.0, 18.0, 15.0, 0.0, 19.0, 1.0, 5.0, 13.0, 8.0, 16.0]",False,200,0.5,1024
21,256,7.0,51660,67.45038449999993,"[2.0, 14.0, 3.0, 19.0, 6.0, 12.0, 18.0, 7.0, 0.0, 0.0, 10.0, 18.0, 15.0, 0.0, 19.0, 1.0, 5.0, 13.0, 8.0, 16.0]",False,200,0.5,1024
22,512,7.0,103116,132.73269200000504,"[2.0, 14.0, 3.0, 19.0, 6.0, 12.0, 18.0, 7.0, 0.0, 0.0, 10.0, 18.0, 15.0, 0.0, 19.0, 1.0, 5.0, 13.0, 8.0, 16.0]",False,200,0.5,1024
23,1024,7.0,103116,132.73269200000504,"[2.0, 14.0, 3.0, 19.0, 6.0, 12.0, 18.0, 7.0, 0.0, 0.0, 10.0, 18.0, 15.0, 0.0, 19.0, 1.0, 5.0, 13.0, 8.0, 16.0]",False,200,0.5,1024
24,0,23.0,200,0.07178779999958351,"[1, 10, 18, 17, 11, 15, 11, 0, 4, 8, 10, 10, 12, 11, 11, 15, 18, 6, 2, 14]",False,200,0.75,1024
25,1,12.0,402,0.34646410000277683,"[14.0, 9.0, 7.0, 2.0, 11.0, 15.0, 15.0, 19.0, 1.0, 1.0, 1.0, 18.0, 7.0, 5.0, 2.0, 17.0, 12.0, 1.0, 12.0, 16.0]",False,200,0.75,1024
26,2,11.0,604,0.63898319999862,"[10.0, 13.0, 10.0, 16.0, 1.0, 8.0, 12.0, 18.0, 0.0, 8.0, 14.0, 15.0, 2.0, 7.0, 19.0, 17.0, 3.0, 13.0, 8.0, 6.0]",False,200,0.75,1024
27,4,10.0,1007,1.2195595000084722,"[7.0, 14.0, 12.0, 2.0, 12.0, 18.0, 0.0, 19.0, 1.0, 15.0, 18.0, 11.0, 8.0, 15.0, 11.0, 4.0, 19.0, 3.0, 0.0, 17.0]",False,200,0.75,1024
28,8,10.0,1811,2.3656359000015073,"[7.0, 14.0, 12.0, 2.0, 12.0, 18.0, 0.0, 19.0, 1.0, 15.0, 18.0, 11.0, 8.0, 15.0, 11.0, 4.0, 19.0, 3.0, 0.0, 17.0]",False,200,0.75,1024
29,16,8.0,3421,4.620855500004836,"[2.0, 5.0, 7.0, 2.0, 11.0, 15.0, 17.0, 19.0, 3.0, 15.0, 19.0, 2.0, 6.0, 16.0, 7.0, 4.0, 12.0, 9.0, 18.0, 3.0]",False,200,0.75,1024
30,32,8.0,6637,9.028333199996268,"[2.0, 5.0, 7.0, 2.0, 11.0, 15.0, 17.0, 19.0, 3.0, 15.0, 19.0, 2.0, 6.0, 16.0, 7.0, 4.0, 12.0, 9.0, 18.0, 3.0]",False,200,0.75,1024
31,64,8.0,13069,17.685656200002995,"[2.0, 5.0, 7.0, 2.0, 11.0, 15.0, 17.0, 19.0, 3.0, 15.0, 19.0, 2.0, 6.0, 16.0, 7.0, 4.0, 12.0, 9.0, 18.0, 3.0]",False,200,0.75,1024
32,128,8.0,25933,34.938260099996114,"[2.0, 5.0, 7.0, 2.0, 11.0, 15.0, 17.0, 19.0, 3.0, 15.0, 19.0, 2.0, 6.0, 16.0, 7.0, 4.0, 12.0, 9.0, 18.0, 3.0]",False,200,0.75,1024
33,256,8.0,51661,67.69724249999854,"[2.0, 5.0, 7.0, 2.0, 11.0, 15.0, 17.0, 19.0, 3.0, 15.0, 19.0, 2.0, 6.0, 16.0, 7.0, 4.0, 12.0, 9.0, 18.0, 3.0]",False,200,0.75,1024
34,512,8.0,103117,134.798331900005,"[2.0, 5.0, 7.0, 2.0, 11.0, 15.0, 17.0, 19.0, 3.0, 15.0, 19.0, 2.0, 6.0, 16.0, 7.0, 4.0, 12.0, 9.0, 18.0, 3.0]",False,200,0.75,1024
35,1024,8.0,103117,134.798331900005,"[2.0, 5.0, 7.0, 2.0, 11.0, 15.0, 17.0, 19.0, 3.0, 15.0, 19.0, 2.0, 6.0, 16.0, 7.0, 4.0, 12.0, 9.0, 18.0, 3.0]",False,200,0.75,1024
36,0,23.0,400,0.1607780000049388,"[1, 10, 18, 17, 11, 15, 11, 0, 4, 8, 10, 10, 12, 11, 11, 15, 18, 6, 2, 14]",False,400,0.25,1024
37,1,11.0,802,0.535717000006116,"[0.0, 4.0, 10.0, 17.0, 10.0, 4.0, 3.0, 16.0, 18.0, 3.0, 12.0, 2.0, 14.0, 5.0, 19.0, 1.0, 6.0, 16.0, 13.0, 8.0]",False,400,0.25,1024
38,2,9.0,1204,0.9201613000041107,"[19.0, 14.0, 3.0, 10.0, 0.0, 17.0, 14.0, 4.0, 18.0, 0.0, 11.0, 5.0, 15.0, 19.0, 13.0, 15.0, 14.0, 0.0, 6.0, 12.0]",False,400,0.25,1024
39,4,9.0,2006,1.688504500009003,"[19.0, 14.0, 3.0, 10.0, 0.0, 17.0, 14.0, 4.0, 18.0, 0.0, 11.0, 5.0, 15.0, 19.0, 13.0, 15.0, 14.0, 0.0, 6.0, 12.0]",False,400,0.25,1024
