,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.026920100033748895,22.0,200.0,200,0.25,1024
1,1,0.06013970001367852,8.0,402.0,200,0.25,1024
2,2,0.09473870001966134,8.0,603.0,200,0.25,1024
3,3,0.13035930000478402,7.0,805.0,200,0.25,1024
4,4,0.16242770000826567,7.0,1006.0,200,0.25,1024
5,5,0.1956313000409864,6.0,1208.0,200,0.25,1024
6,6,0.22848950000479817,6.0,1409.0,200,0.25,1024
7,7,0.26150140003301203,6.0,1610.0,200,0.25,1024
8,8,0.2937394000473432,6.0,1811.0,200,0.25,1024
9,9,0.327250600035768,6.0,2012.0,200,0.25,1024
10,10,0.3602720000199042,6.0,2213.0,200,0.25,1024
11,11,0.39222120004706085,4.0,2415.0,200,0.25,1024
12,12,0.4237235000473447,4.0,2616.0,200,0.25,1024
13,13,0.45968890003859997,4.0,2817.0,200,0.25,1024
14,14,0.49150340002961457,4.0,3018.0,200,0.25,1024
15,15,0.5230731000192463,4.0,3219.0,200,0.25,1024
16,16,0.5594861000427045,4.0,3420.0,200,0.25,1024
17,17,0.5930238000000827,4.0,3621.0,200,0.25,1024
18,18,0.6253957000444643,4.0,3822.0,200,0.25,1024
19,19,0.6587530000251718,4.0,4023.0,200,0.25,1024
20,20,0.6915050999959931,4.0,4224.0,200,0.25,1024
21,21,0.7237714999937452,4.0,4425.0,200,0.25,1024
22,22,0.7568976000184193,4.0,4626.0,200,0.25,1024
23,23,0.7897548000328243,3.0,4828.0,200,0.25,1024
24,24,0.822360199992545,2.0,5030.0,200,0.25,1024
25,25,0.8558718000422232,2.0,5231.0,200,0.25,1024
26,26,0.8881067000329494,2.0,5432.0,200,0.25,1024
27,27,0.9196168000344187,2.0,5633.0,200,0.25,1024
28,28,0.956164000032004,2.0,5834.0,200,0.25,1024
29,29,0.9903355000424199,2.0,6035.0,200,0.25,1024
30,30,1.0225387000245973,2.0,6236.0,200,0.25,1024
31,31,1.0539801000268199,2.0,6437.0,200,0.25,1024
32,32,1.0898645000415854,1.0,6639.0,200,0.25,1024
33,33,1.1239127000444569,0.0,6841.0,200,0.25,1024
34,0,0.026920100033748895,22.0,200.0,200,0.5,1024
35,1,0.06013970001367852,8.0,402.0,200,0.5,1024
36,2,0.09473870001966134,8.0,603.0,200,0.5,1024
37,3,0.13035930000478402,8.0,804.0,200,0.5,1024
38,4,0.16242770000826567,8.0,1005.0,200,0.5,1024
39,5,0.1956313000409864,6.0,1207.0,200,0.5,1024
40,6,0.22848950000479817,6.0,1408.0,200,0.5,1024
41,7,0.26150140003301203,6.0,1609.0,200,0.5,1024
42,8,0.2937394000473432,5.0,1811.0,200,0.5,1024
43,9,0.327250600035768,5.0,2012.0,200,0.5,1024
44,10,0.3602720000199042,5.0,2213.0,200,0.5,1024
45,11,0.39222120004706085,5.0,2414.0,200,0.5,1024
46,12,0.4237235000473447,5.0,2615.0,200,0.5,1024
47,13,0.45968890003859997,4.0,2817.0,200,0.5,1024
48,14,0.49150340002961457,4.0,3018.0,200,0.5,1024
49,15,0.5230731000192463,4.0,3219.0,200,0.5,1024
50,16,0.5594861000427045,4.0,3420.0,200,0.5,1024
51,17,0.5930238000000827,4.0,3621.0,200,0.5,1024
52,18,0.6253957000444643,4.0,3822.0,200,0.5,1024
53,19,0.6587530000251718,4.0,4023.0,200,0.5,1024
54,20,0.6915050999959931,4.0,4224.0,200,0.5,1024
55,21,0.7237714999937452,3.0,4426.0,200,0.5,1024
56,22,0.7568976000184193,3.0,4627.0,200,0.5,1024
57,23,0.7897548000328243,3.0,4828.0,200,0.5,1024
58,24,0.822360199992545,3.0,5029.0,200,0.5,1024
59,25,0.8558718000422232,0.0,5231.0,200,0.5,1024
60,0,0.026920100033748895,22.0,200.0,200,0.75,1024
61,1,0.06013970001367852,9.0,402.0,200,0.75,1024
62,2,0.09473870001966134,8.0,604.0,200,0.75,1024
63,3,0.13035930000478402,6.0,806.0,200,0.75,1024
64,4,0.16242770000826567,6.0,1007.0,200,0.75,1024
65,5,0.1956313000409864,6.0,1208.0,200,0.75,1024
66,6,0.22848950000479817,6.0,1409.0,200,0.75,1024
67,7,0.26150140003301203,6.0,1610.0,200,0.75,1024
68,8,0.2937394000473432,6.0,1811.0,200,0.75,1024
69,9,0.327250600035768,6.0,2012.0,200,0.75,1024
70,10,0.3602720000199042,5.0,2214.0,200,0.75,1024
71,11,0.39222120004706085,5.0,2415.0,200,0.75,1024
72,12,0.4237235000473447,5.0,2616.0,200,0.75,1024
73,13,0.45968890003859997,5.0,2817.0,200,0.75,1024
74,14,0.49150340002961457,5.0,3018.0,200,0.75,1024
75,15,0.5230731000192463,4.0,3220.0,200,0.75,1024
76,16,0.5594861000427045,3.0,3422.0,200,0.75,1024
77,17,0.5930238000000827,3.0,3623.0,200,0.75,1024
78,18,0.6253957000444643,3.0,3824.0,200,0.75,1024
79,19,0.6587530000251718,3.0,4025.0,200,0.75,1024
80,20,0.6915050999959931,3.0,4226.0,200,0.75,1024
81,21,0.7237714999937452,3.0,4427.0,200,0.75,1024
82,22,0.7568976000184193,3.0,4628.0,200,0.75,1024
83,23,0.7897548000328243,3.0,4829.0,200,0.75,1024
84,24,0.822360199992545,3.0,5030.0,200,0.75,1024
85,25,0.8558718000422232,3.0,5231.0,200,0.75,1024
86,26,0.8881067000329494,3.0,5432.0,200,0.75,1024
87,27,0.9196168000344187,3.0,5633.0,200,0.75,1024
88,28,0.956164000032004,2.0,5835.0,200,0.75,1024
89,29,0.9903355000424199,2.0,6036.0,200,0.75,1024
90,30,1.0225387000245973,2.0,6237.0,200,0.75,1024
91,31,1.0539801000268199,2.0,6438.0,200,0.75,1024
92,32,1.0898645000415854,2.0,6639.0,200,0.75,1024
93,33,1.1239127000444569,2.0,6840.0,200,0.75,1024
94,34,0.024503100023139268,2.0,7041.0,200,0.75,1024
95,35,0.0594540000311099,2.0,7242.0,200,0.75,1024
96,36,0.09316010004840791,1.0,7444.0,200,0.75,1024
97,37,0.12641440000152215,1.0,7645.0,200,0.75,1024
98,38,0.16031770000699908,1.0,7846.0,200,0.75,1024
99,39,0.19413950003217906,1.0,8047.0,200,0.75,1024
100,40,0.2262038000044413,1.0,8248.0,200,0.75,1024
101,41,0.25946540001314133,1.0,8449.0,200,0.75,1024
102,42,0.29205570003250614,1.0,8650.0,200,0.75,1024
103,43,0.3251093000289984,1.0,8851.0,200,0.75,1024
104,44,0.3586111000040546,1.0,9052.0,200,0.75,1024
105,45,0.3913663999992423,1.0,9253.0,200,0.75,1024
