,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,89.0,200,0.3469335999980103,"[65, 49, 56, 43, 43, 91, 32, 87, 36, 8, 74, 10, 12, 75, 20, 47, 50, 86, 34, 14, 70, 42, 66, 47, 68, 94, 45, 87, 84, 84, 45, 69, 87, 36, 75, 35, 93, 39, 16, 60, 98, 18, 15, 96, 91, 84, 81, 10, 92, 84, 78, 12, 85, 52, 39, 71, 31, 95, 4, 65, 68, 17, 18, 60, 53, 83, 76, 30, 28, 42, 25, 62, 51, 2, 99, 73, 28, 67, 32, 4, 92, 18, 42, 71, 45, 29, 81, 32, 67, 24, 4, 44, 0, 12, 36, 48, 5, 31, 6, 59]",200,0.25,1024
1,1,79.0,402,0.7133383000036702,"[72, 69, 24, 58, 93, 10, 3, 16, 56, 73, 17, 94, 91, 78, 17, 59, 74, 83, 47, 63, 81, 33, 24, 7, 41, 14, 10, 52, 33, 6, 82, 45, 15, 55, 34, 68, 62, 64, 71, 96, 87, 57, 0, 66, 85, 87, 10, 81, 76, 17, 18, 66, 64, 97, 35, 30, 2, 62, 46, 25, 29, 21, 5, 62, 70, 88, 89, 43, 2, 78, 39, 95, 46, 91, 84, 34, 52, 6, 14, 77, 7, 44, 49, 53, 54, 65, 97, 73, 10, 51, 28, 44, 67, 47, 83, 95, 75, 19, 78, 32]",200,0.25,1024
2,2,78.0,604,1.066788500000257,"[67, 52, 19, 92, 83, 64, 26, 50, 70, 40, 44, 87, 36, 18, 75, 88, 71, 79, 83, 7, 78, 89, 1, 67, 73, 7, 55, 64, 11, 9, 47, 49, 91, 24, 30, 50, 30, 85, 77, 23, 1, 17, 84, 2, 2, 61, 22, 77, 98, 41, 61, 96, 69, 76, 67, 3, 28, 21, 88, 71, 26, 53, 86, 0, 71, 51, 8, 24, 91, 44, 30, 45, 34, 21, 39, 96, 76, 79, 25, 79, 53, 33, 75, 42, 98, 17, 93, 74, 93, 25, 83, 55, 93, 81, 18, 49, 10, 26, 33, 90]",200,0.25,1024
3,4,78.0,1006,1.7813043000060134,"[67, 52, 19, 92, 83, 64, 26, 50, 70, 40, 44, 87, 36, 18, 75, 88, 71, 79, 83, 7, 78, 89, 1, 67, 73, 7, 55, 64, 11, 9, 47, 49, 91, 24, 30, 50, 30, 85, 77, 23, 1, 17, 84, 2, 2, 61, 22, 77, 98, 41, 61, 96, 69, 76, 67, 3, 28, 21, 88, 71, 26, 53, 86, 0, 71, 51, 8, 24, 91, 44, 30, 45, 34, 21, 39, 96, 76, 79, 25, 79, 53, 33, 75, 42, 98, 17, 93, 74, 93, 25, 83, 55, 93, 81, 18, 49, 10, 26, 33, 90]",200,0.25,1024
4,8,75.0,1812,3.180477999994764,"[25, 42, 32, 32, 73, 25, 25, 59, 15, 75, 84, 3, 54, 79, 27, 45, 39, 41, 89, 63, 7, 26, 62, 23, 29, 30, 64, 18, 16, 9, 92, 91, 51, 24, 29, 45, 35, 71, 88, 19, 85, 67, 97, 45, 93, 3, 67, 65, 1, 2, 5, 59, 37, 95, 52, 1, 87, 11, 38, 11, 56, 6, 72, 40, 81, 90, 63, 1, 3, 32, 6, 78, 9, 36, 5, 84, 45, 80, 83, 49, 15, 6, 18, 92, 99, 7, 37, 30, 56, 67, 69, 89, 86, 74, 30, 36, 24, 90, 93, 36]",200,0.25,1024
5,16,70.0,3421,6.020921599993017,"[90, 51, 9, 26, 22, 5, 77, 43, 2, 15, 61, 7, 54, 14, 89, 43, 14, 61, 92, 79, 78, 24, 79, 89, 53, 49, 90, 12, 58, 64, 47, 49, 59, 71, 85, 58, 35, 95, 9, 23, 44, 67, 68, 83, 93, 12, 67, 1, 91, 65, 23, 96, 7, 90, 64, 40, 8, 4, 38, 13, 3, 0, 48, 95, 34, 90, 85, 24, 13, 87, 31, 19, 61, 86, 5, 7, 76, 80, 97, 45, 60, 6, 73, 42, 98, 7, 65, 15, 44, 3, 6, 40, 31, 94, 61, 41, 46, 30, 81, 96]",200,0.25,1024
6,32,64.0,6641,11.745496899995487,"[67, 23, 4, 56, 22, 5, 77, 43, 70, 42, 84, 53, 58, 14, 42, 43, 14, 14, 92, 74, 17, 24, 11, 89, 53, 49, 90, 12, 87, 92, 92, 49, 98, 71, 51, 15, 35, 95, 9, 23, 48, 28, 0, 41, 96, 87, 67, 59, 91, 93, 84, 96, 21, 76, 64, 34, 2, 10, 28, 45, 66, 41, 15, 95, 18, 3, 89, 36, 13, 32, 69, 79, 61, 33, 1, 84, 76, 34, 97, 52, 19, 83, 75, 87, 32, 7, 65, 38, 44, 18, 6, 40, 28, 81, 71, 10, 90, 13, 73, 32]",200,0.25,1024
7,64,36.0,13086,23.25084219998098,"[13, 51, 9, 92, 18, 25, 91, 50, 2, 40, 61, 53, 48, 14, 89, 43, 60, 70, 89, 27, 45, 98, 61, 89, 94, 30, 74, 12, 77, 6, 47, 22, 59, 11, 82, 50, 73, 19, 9, 23, 87, 24, 0, 41, 96, 37, 67, 1, 3, 65, 84, 96, 21, 76, 64, 34, 97, 4, 88, 71, 10, 83, 36, 95, 26, 3, 90, 24, 91, 32, 31, 66, 61, 97, 5, 97, 28, 80, 65, 44, 15, 83, 33, 92, 22, 57, 77, 62, 29, 49, 4, 40, 7, 81, 42, 19, 32, 93, 52, 83]",200,0.25,1024
8,128,16.0,25967,45.89415310000186,"[13, 51, 9, 56, 18, 25, 39, 50, 2, 40, 16, 53, 48, 14, 89, 43, 60, 70, 89, 27, 17, 98, 61, 99, 94, 30, 74, 12, 77, 6, 47, 1, 59, 11, 82, 50, 35, 19, 73, 23, 87, 24, 0, 41, 10, 37, 67, 77, 88, 46, 84, 96, 21, 90, 64, 34, 97, 4, 38, 71, 10, 79, 36, 95, 26, 3, 8, 78, 91, 32, 69, 66, 61, 97, 5, 97, 28, 80, 68, 44, 15, 83, 33, 92, 45, 57, 65, 62, 29, 49, 4, 40, 7, 81, 58, 86, 72, 93, 52, 85]",200,0.25,1024
9,256,7.0,51704,91.66472269999213,"[13, 51, 9, 56, 18, 25, 39, 50, 2, 40, 16, 53, 48, 14, 89, 43, 60, 70, 89, 27, 17, 98, 61, 99, 54, 30, 74, 12, 77, 6, 47, 1, 59, 11, 94, 50, 35, 19, 73, 23, 87, 24, 0, 41, 31, 37, 67, 20, 88, 95, 84, 96, 21, 90, 64, 55, 97, 4, 38, 71, 10, 79, 36, 85, 26, 3, 8, 78, 91, 32, 69, 66, 61, 97, 5, 34, 28, 80, 68, 44, 15, 83, 33, 92, 45, 57, 65, 62, 29, 49, 76, 40, 7, 81, 58, 86, 72, 93, 52, 42]",200,0.25,1024
