,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,5.0,0,0.00011439999798312783,"[1, 2, 2, 1, 0, 3, 7, 3, 3, 0, 7, 4, 0, 2, 2, 4, 3, 4, 3, 7]",25,1024,0
1,1,5.0,1,0.0017536000232212245,"[1, 2, 2, 1, 0, 3, 7, 3, 3, 0, 7, 4, 0, 2, 2, 4, 3, 4, 3, 7]",25,1024,0
2,2,5.0,2,0.0027102999738417566,"[1, 2, 2, 1, 0, 3, 7, 3, 3, 0, 7, 4, 0, 2, 2, 4, 3, 4, 3, 7]",25,1024,0
3,4,5.0,4,0.003672800026834011,"[1, 2, 2, 1, 0, 3, 7, 3, 3, 0, 7, 4, 0, 2, 2, 4, 3, 4, 3, 7]",25,1024,0
4,8,4.0,9,0.004751299973577261,"[1, 2, 2, 1, 0, 1, 7, 3, 3, 0, 7, 4, 0, 2, 2, 4, 3, 4, 3, 7]",25,1024,0
5,16,4.0,17,0.006094300013501197,"[1, 2, 2, 1, 0, 1, 7, 3, 3, 0, 7, 4, 0, 2, 2, 4, 3, 4, 3, 7]",25,1024,0
6,32,1.0,36,0.008953900018241256,"[6, 2, 2, 1, 0, 1, 7, 3, 3, 0, 7, 4, 0, 2, 2, 4, 3, 4, 5, 4]",25,1024,0
7,64,0.0,43,0.012264100019820035,"[6, 2, 2, 1, 0, 1, 7, 3, 3, 0, 7, 4, 0, 2, 2, 4, 6, 4, 5, 4]",25,1024,0
8,128,0.0,43,0.012264100019820035,"[6, 2, 2, 1, 0, 1, 7, 3, 3, 0, 7, 4, 0, 2, 2, 4, 6, 4, 5, 4]",25,1024,0
9,256,0.0,43,0.012264100019820035,"[6, 2, 2, 1, 0, 1, 7, 3, 3, 0, 7, 4, 0, 2, 2, 4, 6, 4, 5, 4]",25,1024,0
10,512,0.0,43,0.012264100019820035,"[6, 2, 2, 1, 0, 1, 7, 3, 3, 0, 7, 4, 0, 2, 2, 4, 6, 4, 5, 4]",25,1024,0
11,1024,0.0,43,0.012264100019820035,"[6, 2, 2, 1, 0, 1, 7, 3, 3, 0, 7, 4, 0, 2, 2, 4, 6, 4, 5, 4]",25,1024,0
12,0,5.0,0,0.00012779998360201716,"[1, 2, 2, 1, 0, 3, 7, 3, 3, 0, 7, 4, 0, 2, 2, 4, 3, 4, 3, 7]",75,1024,0
13,1,5.0,1,0.0013364999904297292,"[1, 2, 2, 1, 0, 3, 7, 3, 3, 0, 7, 4, 0, 2, 2, 4, 3, 4, 3, 7]",75,1024,0
