,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,209.0,0,0.00013380000018514693,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2]",25,1024,0
1,1,225.0,2,0.0011956000089412555,"[1, 2, 4, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2]",25,1024,0
2,2,246.0,4,0.0020742000051541254,"[1, 2, 4, 1, 3, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2]",25,1024,0
3,4,246.0,6,0.002961600010166876,"[1, 2, 4, 1, 3, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2]",25,1024,0
4,8,256.0,12,0.003917800000635907,"[1, 2, 4, 2, 4, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2]",25,1024,0
5,16,285.0,22,0.005690000005415641,"[4, 2, 4, 2, 4, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 3, 2, 2]",25,1024,0
6,32,285.0,38,0.007399200010695495,"[4, 2, 4, 2, 4, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 3, 2, 2]",25,1024,0
7,64,309.0,71,0.009853199997451156,"[4, 2, 4, 2, 4, 3, 3, 3, 3, 4, 0, 2, 2, 4, 3, 4, 3, 3, 2, 2]",25,1024,0
8,128,322.0,137,0.014746100001502782,"[4, 2, 4, 2, 4, 3, 3, 3, 4, 4, 1, 2, 2, 4, 3, 4, 3, 3, 2, 2]",25,1024,0
9,256,322.0,265,0.02795650000916794,"[4, 2, 4, 2, 4, 3, 3, 3, 4, 4, 1, 2, 2, 4, 3, 4, 3, 3, 2, 2]",25,1024,0
10,512,322.0,521,0.06867190000775736,"[4, 2, 4, 2, 4, 3, 3, 3, 4, 4, 1, 2, 2, 4, 3, 4, 3, 3, 2, 2]",25,1024,0
11,1024,322.0,607,0.08897199999773875,"[4, 2, 4, 2, 4, 3, 3, 3, 4, 4, 1, 2, 2, 4, 3, 4, 3, 3, 2, 2]",25,1024,0
12,0,256.0,607,0.09182729999884032,"[3, 3, 2, 4, 4, 1, 3, 4, 4, 2, 1, 1, 4, 0, 2, 0, 0, 2, 0, 4]",25,1024,1
