,Iteration,Fitness,FEvals,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,22.0,200,0.02491039998130873,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0, 12, 2, 2, 0, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 5, 1, 4, 12, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",False,200,0.25,1024
1,1,8.0,402,4.2523355999728665,"[2.0, 3.0, 11.0, 2.0, 0.0, 3.0, 7.0, 11.0, 3.0, 7.0, 11.0, 9.0, 12.0, 11.0, 12.0, 12.0, 3.0, 9.0, 0.0, 6.0, 8.0, 8.0, 8.0, 4.0, 9.0, 11.0, 9.0, 1.0, 7.0, 9.0, 2.0, 0.0, 8.0, 9.0, 7.0, 9.0, 6.0, 9.0, 5.0, 10.0, 0.0, 11.0, 6.0, 9.0, 5.0, 2.0, 0.0, 4.0, 5.0, 4.0, 12.0, 5.0, 3.0, 0.0, 12.0, 7.0, 7.0, 8.0, 1.0, 7.0, 5.0, 7.0, 3.0, 3.0, 9.0, 8.0, 11.0, 5.0, 9.0, 4.0, 2.0, 11.0, 6.0, 9.0, 1.0, 10.0, 9.0, 12.0, 2.0, 7.0, 1.0, 0.0, 12.0, 10.0, 0.0, 2.0, 7.0, 3.0, 8.0, 0.0, 8.0, 0.0, 0.0, 1.0, 11.0, 0.0, 6.0, 4.0, 11.0, 5.0]",False,200,0.25,1024
2,2,6.0,604,8.801655099960044,"[8.0, 5.0, 3.0, 8.0, 1.0, 8.0, 9.0, 7.0, 0.0, 10.0, 4.0, 12.0, 0.0, 5.0, 0.0, 10.0, 5.0, 3.0, 9.0, 2.0, 0.0, 12.0, 12.0, 1.0, 8.0, 9.0, 1.0, 0.0, 3.0, 11.0, 2.0, 12.0, 12.0, 8.0, 6.0, 1.0, 11.0, 7.0, 9.0, 8.0, 9.0, 3.0, 6.0, 1.0, 4.0, 7.0, 4.0, 5.0, 5.0, 1.0, 12.0, 12.0, 10.0, 5.0, 3.0, 12.0, 0.0, 4.0, 10.0, 2.0, 7.0, 1.0, 4.0, 0.0, 5.0, 2.0, 3.0, 10.0, 2.0, 0.0, 4.0, 0.0, 4.0, 6.0, 2.0, 4.0, 0.0, 11.0, 12.0, 3.0, 8.0, 4.0, 9.0, 6.0, 9.0, 3.0, 5.0, 2.0, 11.0, 10.0, 4.0, 11.0, 10.0, 11.0, 12.0, 6.0, 7.0, 10.0, 9.0, 5.0]",False,200,0.25,1024
3,4,6.0,1006,17.91040150000481,"[8.0, 5.0, 3.0, 8.0, 1.0, 8.0, 9.0, 7.0, 0.0, 10.0, 4.0, 12.0, 0.0, 5.0, 0.0, 10.0, 5.0, 3.0, 9.0, 2.0, 0.0, 12.0, 12.0, 1.0, 8.0, 9.0, 1.0, 0.0, 3.0, 11.0, 2.0, 12.0, 12.0, 8.0, 6.0, 1.0, 11.0, 7.0, 9.0, 8.0, 9.0, 3.0, 6.0, 1.0, 4.0, 7.0, 4.0, 5.0, 5.0, 1.0, 12.0, 12.0, 10.0, 5.0, 3.0, 12.0, 0.0, 4.0, 10.0, 2.0, 7.0, 1.0, 4.0, 0.0, 5.0, 2.0, 3.0, 10.0, 2.0, 0.0, 4.0, 0.0, 4.0, 6.0, 2.0, 4.0, 0.0, 11.0, 12.0, 3.0, 8.0, 4.0, 9.0, 6.0, 9.0, 3.0, 5.0, 2.0, 11.0, 10.0, 4.0, 11.0, 10.0, 11.0, 12.0, 6.0, 7.0, 10.0, 9.0, 5.0]",False,200,0.25,1024
4,8,4.0,1812,35.994737899978645,"[5.0, 7.0, 3.0, 3.0, 0.0, 11.0, 5.0, 11.0, 0.0, 2.0, 8.0, 0.0, 0.0, 5.0, 7.0, 0.0, 12.0, 7.0, 0.0, 2.0, 0.0, 7.0, 5.0, 8.0, 11.0, 3.0, 12.0, 8.0, 4.0, 2.0, 7.0, 12.0, 11.0, 8.0, 8.0, 4.0, 9.0, 7.0, 9.0, 8.0, 8.0, 1.0, 4.0, 12.0, 8.0, 10.0, 12.0, 11.0, 0.0, 0.0, 9.0, 9.0, 6.0, 1.0, 3.0, 12.0, 0.0, 8.0, 7.0, 9.0, 1.0, 3.0, 9.0, 8.0, 4.0, 5.0, 6.0, 5.0, 9.0, 12.0, 2.0, 3.0, 2.0, 2.0, 12.0, 3.0, 9.0, 5.0, 4.0, 3.0, 0.0, 1.0, 0.0, 10.0, 9.0, 11.0, 9.0, 12.0, 7.0, 10.0, 10.0, 7.0, 5.0, 7.0, 11.0, 0.0, 4.0, 6.0, 11.0, 12.0]",False,200,0.25,1024
5,16,0.0,2620,54.2858697999618,"[0.0, 5.0, 11.0, 7.0, 0.0, 8.0, 1.0, 1.0, 5.0, 11.0, 3.0, 11.0, 4.0, 11.0, 10.0, 0.0, 5.0, 5.0, 9.0, 7.0, 8.0, 12.0, 12.0, 1.0, 9.0, 10.0, 9.0, 0.0, 1.0, 0.0, 9.0, 2.0, 12.0, 9.0, 1.0, 12.0, 11.0, 0.0, 11.0, 3.0, 6.0, 0.0, 6.0, 3.0, 10.0, 7.0, 10.0, 3.0, 5.0, 5.0, 9.0, 10.0, 6.0, 2.0, 10.0, 7.0, 2.0, 5.0, 12.0, 9.0, 6.0, 10.0, 4.0, 12.0, 3.0, 2.0, 11.0, 10.0, 2.0, 6.0, 7.0, 5.0, 10.0, 6.0, 7.0, 10.0, 7.0, 4.0, 6.0, 0.0, 4.0, 4.0, 4.0, 2.0, 0.0, 2.0, 9.0, 11.0, 7.0, 3.0, 4.0, 0.0, 1.0, 4.0, 5.0, 12.0, 10.0, 1.0, 9.0, 6.0]",False,200,0.25,1024
6,32,0.0,2620,54.2858697999618,"[0.0, 5.0, 11.0, 7.0, 0.0, 8.0, 1.0, 1.0, 5.0, 11.0, 3.0, 11.0, 4.0, 11.0, 10.0, 0.0, 5.0, 5.0, 9.0, 7.0, 8.0, 12.0, 12.0, 1.0, 9.0, 10.0, 9.0, 0.0, 1.0, 0.0, 9.0, 2.0, 12.0, 9.0, 1.0, 12.0, 11.0, 0.0, 11.0, 3.0, 6.0, 0.0, 6.0, 3.0, 10.0, 7.0, 10.0, 3.0, 5.0, 5.0, 9.0, 10.0, 6.0, 2.0, 10.0, 7.0, 2.0, 5.0, 12.0, 9.0, 6.0, 10.0, 4.0, 12.0, 3.0, 2.0, 11.0, 10.0, 2.0, 6.0, 7.0, 5.0, 10.0, 6.0, 7.0, 10.0, 7.0, 4.0, 6.0, 0.0, 4.0, 4.0, 4.0, 2.0, 0.0, 2.0, 9.0, 11.0, 7.0, 3.0, 4.0, 0.0, 1.0, 4.0, 5.0, 12.0, 10.0, 1.0, 9.0, 6.0]",False,200,0.25,1024
7,64,0.0,2620,54.2858697999618,"[0.0, 5.0, 11.0, 7.0, 0.0, 8.0, 1.0, 1.0, 5.0, 11.0, 3.0, 11.0, 4.0, 11.0, 10.0, 0.0, 5.0, 5.0, 9.0, 7.0, 8.0, 12.0, 12.0, 1.0, 9.0, 10.0, 9.0, 0.0, 1.0, 0.0, 9.0, 2.0, 12.0, 9.0, 1.0, 12.0, 11.0, 0.0, 11.0, 3.0, 6.0, 0.0, 6.0, 3.0, 10.0, 7.0, 10.0, 3.0, 5.0, 5.0, 9.0, 10.0, 6.0, 2.0, 10.0, 7.0, 2.0, 5.0, 12.0, 9.0, 6.0, 10.0, 4.0, 12.0, 3.0, 2.0, 11.0, 10.0, 2.0, 6.0, 7.0, 5.0, 10.0, 6.0, 7.0, 10.0, 7.0, 4.0, 6.0, 0.0, 4.0, 4.0, 4.0, 2.0, 0.0, 2.0, 9.0, 11.0, 7.0, 3.0, 4.0, 0.0, 1.0, 4.0, 5.0, 12.0, 10.0, 1.0, 9.0, 6.0]",False,200,0.25,1024
8,128,0.0,2620,54.2858697999618,"[0.0, 5.0, 11.0, 7.0, 0.0, 8.0, 1.0, 1.0, 5.0, 11.0, 3.0, 11.0, 4.0, 11.0, 10.0, 0.0, 5.0, 5.0, 9.0, 7.0, 8.0, 12.0, 12.0, 1.0, 9.0, 10.0, 9.0, 0.0, 1.0, 0.0, 9.0, 2.0, 12.0, 9.0, 1.0, 12.0, 11.0, 0.0, 11.0, 3.0, 6.0, 0.0, 6.0, 3.0, 10.0, 7.0, 10.0, 3.0, 5.0, 5.0, 9.0, 10.0, 6.0, 2.0, 10.0, 7.0, 2.0, 5.0, 12.0, 9.0, 6.0, 10.0, 4.0, 12.0, 3.0, 2.0, 11.0, 10.0, 2.0, 6.0, 7.0, 5.0, 10.0, 6.0, 7.0, 10.0, 7.0, 4.0, 6.0, 0.0, 4.0, 4.0, 4.0, 2.0, 0.0, 2.0, 9.0, 11.0, 7.0, 3.0, 4.0, 0.0, 1.0, 4.0, 5.0, 12.0, 10.0, 1.0, 9.0, 6.0]",False,200,0.25,1024
9,256,0.0,2620,54.2858697999618,"[0.0, 5.0, 11.0, 7.0, 0.0, 8.0, 1.0, 1.0, 5.0, 11.0, 3.0, 11.0, 4.0, 11.0, 10.0, 0.0, 5.0, 5.0, 9.0, 7.0, 8.0, 12.0, 12.0, 1.0, 9.0, 10.0, 9.0, 0.0, 1.0, 0.0, 9.0, 2.0, 12.0, 9.0, 1.0, 12.0, 11.0, 0.0, 11.0, 3.0, 6.0, 0.0, 6.0, 3.0, 10.0, 7.0, 10.0, 3.0, 5.0, 5.0, 9.0, 10.0, 6.0, 2.0, 10.0, 7.0, 2.0, 5.0, 12.0, 9.0, 6.0, 10.0, 4.0, 12.0, 3.0, 2.0, 11.0, 10.0, 2.0, 6.0, 7.0, 5.0, 10.0, 6.0, 7.0, 10.0, 7.0, 4.0, 6.0, 0.0, 4.0, 4.0, 4.0, 2.0, 0.0, 2.0, 9.0, 11.0, 7.0, 3.0, 4.0, 0.0, 1.0, 4.0, 5.0, 12.0, 10.0, 1.0, 9.0, 6.0]",False,200,0.25,1024
