,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,5.0,0,0.00012960001186002046,"[1, 0, 0, 1, 0, 1, 1, 1, 1, 0]",geometric,0.1,0.99,0.001,0.09999986974772025,0.1,1024
1,1,7.0,2,0.0017404000100214034,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",geometric,0.1,0.99,0.001,0.09999825085483571,0.1,1024
2,2,7.0,3,0.0027766000130213797,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",geometric,0.1,0.99,0.001,0.09999720946267004,0.1,1024
3,4,7.0,6,0.0038277000130619854,"[1, 0, 1, 1, 0, 1, 1, 0, 1, 0]",geometric,0.1,0.99,0.001,0.09999615310692705,0.1,1024
4,8,7.0,11,0.004953300012857653,"[1, 0, 1, 1, 0, 1, 0, 0, 1, 0]",geometric,0.1,0.99,0.001,0.09999502189104072,0.1,1024
5,16,7.0,22,0.006702600003336556,"[1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",geometric,0.1,0.99,0.001,0.09999326388877365,0.1,1024
6,32,8.0,40,0.008747200001380406,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 0]",geometric,0.1,0.99,0.001,0.09999120915663812,0.1,1024
7,64,8.0,80,0.011516700003994629,"[0, 1, 0, 1, 0, 0, 1, 0, 1, 0]",geometric,0.1,0.99,0.001,0.0999884259995427,0.1,1024
8,128,8.0,160,0.017055200005415827,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 0]",geometric,0.1,0.99,0.001,0.09998286042018353,0.1,1024
9,256,9.0,244,0.02498520001245197,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0]",geometric,0.1,0.99,0.001,0.09997489218738977,0.1,1024
10,512,9.0,244,0.02498520001245197,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0]",geometric,0.1,0.99,0.001,0.09997489218738977,0.1,1024
11,1024,9.0,244,0.02498520001245197,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0]",geometric,0.1,0.99,0.001,0.09997489218738977,0.1,1024
12,0,5.0,0,7.910000567790121e-05,"[1, 0, 0, 1, 0, 1, 1, 1, 1, 0]",geometric,0.5,0.99,0.001,0.49999960250934644,0.5,1024
13,1,7.0,2,0.001321300005656667,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",geometric,0.5,0.99,0.001,0.4999933602896761,0.5,1024
14,2,7.0,3,0.0025673000054666772,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",geometric,0.5,0.99,0.001,0.4999870990527915,0.5,1024
15,4,7.0,6,0.003983000002335757,"[1, 0, 1, 1, 0, 1, 1, 0, 1, 0]",geometric,0.5,0.99,0.001,0.49997998515674064,0.5,1024
