,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,433.0,0,0.00013479999324772507,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1]",25,1024,0
1,1,448.0,2,0.001239799996255897,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 3, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1]",25,1024,0
2,2,448.0,3,0.0020915999921271577,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 3, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1]",25,1024,0
3,4,448.0,5,0.002977600001031533,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 3, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1]",25,1024,0
4,8,525.0,13,0.0041339000017615035,"[1, 3, 2, 1, 3, 3, 3, 3, 0, 4, 3, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 4, 4, 2, 2, 0, 3, 4, 2, 4]",25,1024,0
5,16,541.0,22,0.005282400001306087,"[1, 3, 4, 1, 3, 3, 3, 3, 0, 4, 3, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 4, 4, 2, 2, 0, 3, 4, 2, 4]",25,1024,0
6,32,550.0,41,0.006849999990663491,"[1, 3, 4, 1, 3, 4, 4, 3, 0, 4, 3, 2, 2, 4, 3, 4, 3, 2, 3, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 4, 4, 2, 2, 0, 3, 4, 2, 4]",25,1024,0
7,64,553.0,74,0.010016499989433214,"[1, 3, 4, 1, 3, 4, 4, 3, 0, 4, 3, 2, 2, 4, 3, 4, 3, 2, 3, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 4, 3, 4, 4, 2, 2, 0, 3, 4, 2, 4]",25,1024,0
8,128,553.0,138,0.01563979999627918,"[1, 3, 4, 1, 3, 4, 4, 3, 0, 4, 3, 2, 2, 4, 3, 4, 3, 2, 3, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 4, 3, 4, 4, 2, 2, 0, 3, 4, 2, 4]",25,1024,0
9,256,553.0,266,0.029095999998389743,"[1, 3, 4, 1, 3, 4, 4, 3, 0, 4, 3, 2, 2, 4, 3, 4, 3, 2, 3, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 4, 3, 4, 4, 2, 2, 0, 3, 4, 2, 4]",25,1024,0
