,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,10.0,0,0.00016090000281110406,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",25,1024,0
1,1,10.0,1,0.0012749000452458858,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",25,1024,0
2,2,10.0,2,0.002410000015515834,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",25,1024,0
3,4,10.0,4,0.0036087000044062734,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",25,1024,0
4,8,10.0,8,0.006146900006569922,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",25,1024,0
5,16,9.0,17,0.012874400010332465,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 3, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",25,1024,0
6,32,8.0,34,0.015973900037351996,"[1, 10, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 3, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",25,1024,0
7,64,2.0,71,0.021290300006512552,"[1, 10, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 8, 0, 6, 6, 7, 2, 8, 10, 2, 3, 10, 7, 4, 4, 4, 11, 5, 1, 7, 4, 5, 3, 7, 0]",25,1024,0
8,128,0.0,129,0.030960500007495284,"[1, 3, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 8, 0, 6, 6, 7, 2, 8, 10, 2, 3, 10, 7, 4, 4, 4, 11, 5, 1, 7, 4, 5, 3, 0, 0]",25,1024,0
9,256,0.0,129,0.030960500007495284,"[1, 3, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 8, 0, 6, 6, 7, 2, 8, 10, 2, 3, 10, 7, 4, 4, 4, 11, 5, 1, 7, 4, 5, 3, 0, 0]",25,1024,0
10,512,0.0,129,0.030960500007495284,"[1, 3, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 8, 0, 6, 6, 7, 2, 8, 10, 2, 3, 10, 7, 4, 4, 4, 11, 5, 1, 7, 4, 5, 3, 0, 0]",25,1024,0
11,1024,0.0,129,0.030960500007495284,"[1, 3, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 8, 0, 6, 6, 7, 2, 8, 10, 2, 3, 10, 7, 4, 4, 4, 11, 5, 1, 7, 4, 5, 3, 0, 0]",25,1024,0
12,0,10.0,0,0.00016850000247359276,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",75,1024,0
13,1,10.0,1,0.001388799981214106,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",75,1024,0
14,2,10.0,2,0.002612599986605346,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",75,1024,0
15,4,10.0,4,0.006021699984557927,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",75,1024,0
16,8,10.0,8,0.009790999989490956,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",75,1024,0
17,16,9.0,17,0.012586899974849075,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 3, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",75,1024,0
18,32,8.0,34,0.015760699985548854,"[1, 10, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 3, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",75,1024,0
19,64,2.0,71,0.025290300021879375,"[1, 10, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 8, 0, 6, 6, 7, 2, 8, 10, 2, 3, 10, 7, 4, 4, 4, 11, 5, 1, 7, 4, 5, 3, 7, 0]",75,1024,0
20,128,0.0,129,0.04372969997348264,"[1, 3, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 8, 0, 6, 6, 7, 2, 8, 10, 2, 3, 10, 7, 4, 4, 4, 11, 5, 1, 7, 4, 5, 3, 0, 0]",75,1024,0
21,256,0.0,129,0.04372969997348264,"[1, 3, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 8, 0, 6, 6, 7, 2, 8, 10, 2, 3, 10, 7, 4, 4, 4, 11, 5, 1, 7, 4, 5, 3, 0, 0]",75,1024,0
22,512,0.0,129,0.04372969997348264,"[1, 3, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 8, 0, 6, 6, 7, 2, 8, 10, 2, 3, 10, 7, 4, 4, 4, 11, 5, 1, 7, 4, 5, 3, 0, 0]",75,1024,0
23,1024,0.0,129,0.04372969997348264,"[1, 3, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 8, 0, 6, 6, 7, 2, 8, 10, 2, 3, 10, 7, 4, 4, 4, 11, 5, 1, 7, 4, 5, 3, 0, 0]",75,1024,0
24,0,10.0,0,0.00025450001703575253,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",100,1024,0
25,1,10.0,1,0.002335400029551238,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",100,1024,0
26,2,10.0,2,0.0051723000360652804,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",100,1024,0
27,4,10.0,4,0.007523100008256733,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",100,1024,0
28,8,10.0,8,0.009630000044126064,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",100,1024,0
29,16,9.0,17,0.013889399997424334,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 3, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",100,1024,0
30,32,8.0,34,0.018449300026986748,"[1, 10, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 3, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",100,1024,0
31,64,2.0,71,0.026374800014309585,"[1, 10, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 8, 0, 6, 6, 7, 2, 8, 10, 2, 3, 10, 7, 4, 4, 4, 11, 5, 1, 7, 4, 5, 3, 7, 0]",100,1024,0
32,128,0.0,129,0.0413906000321731,"[1, 3, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 8, 0, 6, 6, 7, 2, 8, 10, 2, 3, 10, 7, 4, 4, 4, 11, 5, 1, 7, 4, 5, 3, 0, 0]",100,1024,0
33,256,0.0,129,0.0413906000321731,"[1, 3, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 8, 0, 6, 6, 7, 2, 8, 10, 2, 3, 10, 7, 4, 4, 4, 11, 5, 1, 7, 4, 5, 3, 0, 0]",100,1024,0
34,512,0.0,129,0.0413906000321731,"[1, 3, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 8, 0, 6, 6, 7, 2, 8, 10, 2, 3, 10, 7, 4, 4, 4, 11, 5, 1, 7, 4, 5, 3, 0, 0]",100,1024,0
35,1024,0.0,129,0.0413906000321731,"[1, 3, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 8, 0, 6, 6, 7, 2, 8, 10, 2, 3, 10, 7, 4, 4, 4, 11, 5, 1, 7, 4, 5, 3, 0, 0]",100,1024,0
