,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,42.0,200,0.14573240000754595,"[1, 27, 32, 23, 36, 8, 10, 10, 12, 11, 20, 22, 38, 34, 14, 6, 2, 4, 30, 23, 20, 20, 5, 23, 36, 11, 35, 29, 39, 16, 34, 18, 15, 32, 27, 20, 17, 10, 28, 20]",200,0.25,1024
1,1,27.0,402,0.29717920000257436,"[28, 33, 22, 3, 31, 34, 16, 20, 0, 31, 6, 9, 24, 39, 12, 38, 7, 10, 18, 25, 38, 20, 33, 2, 33, 13, 8, 6, 32, 3, 31, 33, 10, 19, 28, 22, 18, 8, 0, 31]",200,0.25,1024
2,2,25.0,604,0.4436504000041168,"[31, 14, 22, 11, 23, 39, 1, 22, 18, 32, 5, 28, 24, 16, 32, 6, 22, 13, 39, 3, 12, 8, 33, 22, 27, 1, 7, 35, 25, 38, 29, 34, 16, 18, 3, 39, 4, 20, 15, 10]",200,0.25,1024
3,4,25.0,1006,0.7332225999998627,"[31, 14, 22, 11, 23, 39, 1, 22, 18, 32, 5, 28, 24, 16, 32, 6, 22, 13, 39, 3, 12, 8, 33, 22, 27, 1, 7, 35, 25, 38, 29, 34, 16, 18, 3, 39, 4, 20, 15, 10]",200,0.25,1024
4,8,23.0,1812,1.3171879000001354,"[17, 6, 3, 2, 8, 1, 14, 10, 36, 0, 38, 35, 22, 20, 11, 16, 3, 33, 33, 7, 15, 7, 39, 34, 38, 28, 16, 29, 10, 8, 28, 5, 18, 33, 25, 3, 31, 12, 2, 2]",200,0.25,1024
5,16,20.0,3422,2.4879213999956846,"[14, 37, 19, 5, 23, 4, 1, 0, 15, 32, 5, 28, 27, 20, 12, 21, 21, 13, 8, 34, 36, 29, 33, 2, 36, 16, 36, 2, 3, 38, 10, 1, 16, 30, 9, 39, 18, 24, 11, 18]",200,0.25,1024
6,32,19.0,6639,4.825255999996443,"[31, 28, 18, 5, 23, 34, 36, 8, 37, 32, 38, 0, 37, 34, 12, 25, 22, 13, 8, 6, 36, 4, 33, 0, 33, 27, 31, 7, 3, 3, 29, 34, 26, 30, 20, 39, 17, 32, 7, 21]",200,0.25,1024
7,64,7.0,13078,9.499863100005314,"[31, 15, 18, 2, 23, 39, 36, 8, 1, 32, 38, 28, 24, 34, 12, 25, 22, 13, 6, 3, 9, 4, 33, 37, 11, 27, 17, 35, 5, 3, 29, 34, 26, 30, 0, 39, 18, 13, 7, 10]",200,0.25,1024
8,128,2.0,25947,18.871425200006342,"[31, 33, 18, 16, 23, 5, 36, 8, 15, 2, 38, 28, 24, 34, 12, 25, 22, 13, 6, 3, 9, 4, 33, 37, 11, 27, 17, 35, 0, 38, 29, 1, 26, 30, 20, 39, 21, 32, 7, 10]",200,0.25,1024
9,256,1.0,51676,37.525945400004275,"[31, 19, 18, 16, 23, 5, 36, 8, 15, 32, 2, 28, 24, 34, 12, 25, 22, 13, 6, 3, 9, 4, 33, 37, 11, 27, 17, 35, 0, 38, 29, 1, 26, 30, 20, 39, 21, 14, 7, 10]",200,0.25,1024
