,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,10.0,0,0.0002762000076472759,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",geometric,0.1,0.99,0.001,0.09999972241010133,0.1,1024
1,1,10.0,2,0.0029445000109262764,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 2, 4, 11, 3, 7, 0]",geometric,0.1,0.99,0.001,0.09999704072238444,0.1,1024
2,2,10.0,4,0.004445300030056387,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 4, 1, 2, 4, 11, 3, 7, 0]",geometric,0.1,0.99,0.001,0.099995532423972,0.1,1024
3,4,9.0,7,0.007409000012557954,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 5, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 4, 1, 2, 4, 11, 3, 7, 0]",geometric,0.1,0.99,0.001,0.09999255398338311,0.1,1024
4,8,9.0,11,0.011056500021368265,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 5, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 4, 1, 2, 4, 11, 3, 7, 0]",geometric,0.1,0.99,0.001,0.09998888846351905,0.1,1024
5,16,7.0,25,0.013506599992979318,"[1, 10, 4, 0, 8, 6, 11, 11, 0, 7, 5, 8, 10, 10, 11, 4, 11, 2, 6, 11, 7, 2, 6, 10, 2, 4, 4, 7, 4, 1, 4, 11, 3, 1, 2, 4, 11, 3, 7, 0]",geometric,0.1,0.99,0.001,0.09998642633468849,0.1,1024
6,32,2.0,53,0.017195200023707002,"[1, 9, 0, 0, 8, 6, 2, 11, 0, 0, 5, 8, 10, 10, 11, 4, 1, 2, 6, 3, 2, 2, 6, 5, 2, 4, 4, 7, 4, 10, 4, 11, 3, 1, 7, 4, 5, 3, 7, 0]",geometric,0.1,0.99,0.001,0.09998271973967837,0.1,1024
7,64,0.0,85,0.02341110003180802,"[2, 9, 0, 10, 1, 6, 2, 11, 0, 0, 5, 8, 10, 10, 0, 4, 1, 5, 6, 3, 2, 8, 6, 5, 2, 3, 4, 7, 4, 7, 4, 11, 3, 1, 7, 4, 5, 3, 4, 10]",geometric,0.1,0.99,0.001,0.09997647382603647,0.1,1024
8,128,0.0,85,0.02341110003180802,"[2, 9, 0, 10, 1, 6, 2, 11, 0, 0, 5, 8, 10, 10, 0, 4, 1, 5, 6, 3, 2, 8, 6, 5, 2, 3, 4, 7, 4, 7, 4, 11, 3, 1, 7, 4, 5, 3, 4, 10]",geometric,0.1,0.99,0.001,0.09997647382603647,0.1,1024
9,256,0.0,85,0.02341110003180802,"[2, 9, 0, 10, 1, 6, 2, 11, 0, 0, 5, 8, 10, 10, 0, 4, 1, 5, 6, 3, 2, 8, 6, 5, 2, 3, 4, 7, 4, 7, 4, 11, 3, 1, 7, 4, 5, 3, 4, 10]",geometric,0.1,0.99,0.001,0.09997647382603647,0.1,1024
10,512,0.0,85,0.02341110003180802,"[2, 9, 0, 10, 1, 6, 2, 11, 0, 0, 5, 8, 10, 10, 0, 4, 1, 5, 6, 3, 2, 8, 6, 5, 2, 3, 4, 7, 4, 7, 4, 11, 3, 1, 7, 4, 5, 3, 4, 10]",geometric,0.1,0.99,0.001,0.09997647382603647,0.1,1024
11,1024,0.0,85,0.02341110003180802,"[2, 9, 0, 10, 1, 6, 2, 11, 0, 0, 5, 8, 10, 10, 0, 4, 1, 5, 6, 3, 2, 8, 6, 5, 2, 3, 4, 7, 4, 7, 4, 11, 3, 1, 7, 4, 5, 3, 4, 10]",geometric,0.1,0.99,0.001,0.09997647382603647,0.1,1024
12,0,10.0,0,0.0001957999775186181,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0]",geometric,0.5,0.99,0.001,0.499999016073201,0.5,1024
13,1,10.0,2,0.0015116999857127666,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 2, 4, 11, 3, 7, 0]",geometric,0.5,0.99,0.001,0.49999240351142415,0.5,1024
14,2,10.0,4,0.003399199980776757,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 4, 1, 2, 4, 11, 3, 7, 0]",geometric,0.5,0.99,0.001,0.49998291874105605,0.5,1024
15,4,9.0,7,0.005737599974963814,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 5, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 4, 1, 2, 4, 11, 3, 7, 0]",geometric,0.5,0.99,0.001,0.4999711684279208,0.5,1024
16,8,9.0,11,0.00726869999198243,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 5, 8, 10, 10, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 4, 1, 2, 4, 11, 3, 7, 0]",geometric,0.5,0.99,0.001,0.4999634748960793,0.5,1024
