,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,18.0,0,0.00032900000223889947,"[1, 10, 2, 1, 8, 0, 7, 4, 8, 10, 10, 4, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 5, 1, 7, 4, 3, 7, 0, 2, 2, 0, 4, 10, 1, 10, 4, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 5, 2, 5, 8, 3, 10]",geometric,0.1,0.99,0.001,0.09999966934449483,0.1,1024
1,1,16.0,2,0.0017469000304117799,"[1, 10, 2, 1, 8, 0, 7, 4, 8, 10, 10, 4, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 3, 5, 1, 7, 4, 3, 7, 0, 2, 2, 0, 4, 10, 1, 10, 4, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 5, 2, 5, 8, 3, 10]",geometric,0.1,0.99,0.001,0.0999982443222114,0.1,1024
2,2,16.0,4,0.003005000005941838,"[1, 10, 4, 1, 8, 0, 7, 4, 8, 10, 10, 4, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 3, 5, 1, 7, 4, 3, 7, 0, 2, 2, 0, 4, 10, 1, 10, 4, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 5, 2, 5, 8, 3, 10]",geometric,0.1,0.99,0.001,0.0999969799196754,0.1,1024
3,4,15.0,7,0.004596900020260364,"[1, 10, 4, 1, 8, 0, 7, 4, 8, 10, 10, 4, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 3, 5, 1, 7, 4, 3, 7, 0, 2, 2, 0, 4, 10, 1, 10, 4, 4, 5, 4, 7, 7, 4, 2, 1, 4, 4, 1, 4, 2, 5, 2, 5, 8, 3, 10]",geometric,0.1,0.99,0.001,0.0999953800678133,0.1,1024
4,8,13.0,15,0.00893110001925379,"[1, 10, 4, 1, 0, 0, 7, 4, 8, 10, 10, 4, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 8, 3, 5, 1, 2, 4, 3, 7, 0, 2, 2, 0, 4, 10, 1, 10, 4, 4, 5, 4, 7, 1, 4, 2, 1, 4, 4, 1, 4, 2, 5, 2, 5, 8, 3, 10]",geometric,0.1,0.99,0.001,0.09999102434736235,0.1,1024
5,16,12.0,29,0.011928000021725893,"[1, 10, 8, 2, 0, 5, 7, 4, 8, 10, 10, 4, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 8, 3, 5, 1, 2, 4, 3, 7, 0, 2, 2, 0, 4, 10, 1, 10, 4, 4, 5, 4, 7, 1, 4, 2, 6, 4, 4, 1, 4, 2, 4, 2, 5, 8, 3, 1]",geometric,0.1,0.99,0.001,0.099988012677909,0.1,1024
6,32,8.0,56,0.016864000004716218,"[1, 9, 0, 2, 0, 5, 7, 4, 8, 0, 10, 4, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 8, 4, 8, 3, 5, 1, 2, 4, 3, 7, 8, 2, 2, 0, 0, 8, 1, 10, 2, 10, 5, 4, 7, 1, 4, 2, 6, 4, 4, 1, 4, 2, 4, 2, 5, 8, 3, 1]",geometric,0.1,0.99,0.001,0.09998305254985453,0.1,1024
7,64,3.0,110,0.02502419997472316,"[1, 9, 0, 2, 0, 5, 7, 4, 8, 0, 10, 10, 2, 6, 6, 7, 3, 6, 10, 2, 4, 0, 8, 3, 7, 3, 5, 1, 2, 5, 3, 7, 9, 6, 2, 0, 0, 8, 5, 9, 6, 10, 6, 4, 10, 1, 4, 10, 0, 4, 8, 6, 4, 2, 4, 7, 5, 5, 9, 1]",geometric,0.1,0.99,0.001,0.09997485300096687,0.1,1024
8,128,1.0,212,0.04035169997951016,"[1, 2, 0, 2, 0, 7, 7, 4, 10, 0, 2, 2, 4, 6, 9, 7, 6, 7, 10, 2, 4, 0, 5, 3, 7, 7, 4, 10, 1, 5, 8, 7, 9, 0, 8, 3, 3, 8, 9, 4, 6, 10, 3, 0, 10, 1, 4, 10, 6, 4, 5, 2, 8, 2, 4, 7, 10, 5, 9, 1]",geometric,0.1,0.99,0.001,0.09995945340864765,0.1,1024
9,256,0.0,377,0.06557500001508743,"[1, 10, 8, 2, 0, 6, 2, 4, 10, 0, 1, 2, 0, 6, 9, 0, 6, 10, 2, 10, 4, 0, 6, 3, 1, 3, 8, 10, 10, 5, 4, 2, 1, 3, 8, 3, 3, 3, 2, 6, 9, 0, 9, 6, 5, 9, 7, 7, 6, 4, 2, 2, 8, 2, 4, 6, 6, 5, 1, 9]",geometric,0.1,0.99,0.001,0.09993411663525145,0.1,1024
