,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,22.0,0,0.00027680001221597195,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0, 12, 2, 2, 0, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 5, 1, 4, 12, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",25,1024,0
1,1,22.0,1,0.0014182999730110168,"[1, 10, 2, 1, 8, 11, 11, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0, 12, 2, 2, 0, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 5, 1, 4, 12, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",25,1024,0
2,2,21.0,3,0.0025516999885439873,"[1, 10, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0, 12, 2, 2, 0, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 5, 1, 4, 12, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",25,1024,0
3,4,20.0,6,0.0038238000124692917,"[1, 10, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0, 12, 2, 2, 0, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 4, 1, 4, 12, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",25,1024,0
4,8,20.0,10,0.005260600009933114,"[1, 10, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0, 12, 2, 2, 0, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 4, 1, 4, 12, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",25,1024,0
5,16,20.0,18,0.00786429998697713,"[1, 10, 2, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 11, 3, 7, 0, 12, 2, 2, 0, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 4, 1, 4, 12, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",25,1024,0
6,32,18.0,36,0.012216000002808869,"[1, 10, 7, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 7, 4, 4, 4, 11, 5, 1, 7, 4, 8, 3, 7, 0, 12, 2, 2, 0, 11, 4, 10, 1, 10, 12, 4, 12, 4, 5, 4, 7, 7, 4, 2, 1, 10, 4, 1, 4, 2, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 4, 1, 4, 12, 2, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",25,1024,0
7,64,11.0,74,0.01879130001179874,"[1, 10, 7, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 12, 11, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 3, 11, 4, 4, 11, 5, 1, 7, 4, 8, 3, 7, 0, 12, 2, 2, 0, 11, 9, 10, 1, 10, 12, 4, 12, 4, 7, 4, 7, 7, 8, 2, 1, 10, 4, 1, 4, 2, 12, 5, 2, 5, 8, 3, 12, 12, 10, 9, 3, 2, 3, 9, 12, 0, 3, 0, 4, 1, 4, 12, 12, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 12]",25,1024,0
8,128,4.0,145,0.03125979995820671,"[1, 10, 7, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 12, 8, 4, 11, 2, 6, 6, 7, 2, 6, 10, 2, 4, 4, 3, 11, 4, 4, 11, 5, 1, 7, 4, 8, 3, 7, 0, 12, 2, 2, 0, 11, 9, 10, 1, 10, 12, 4, 12, 4, 7, 4, 7, 7, 8, 2, 3, 10, 4, 1, 1, 2, 12, 5, 2, 5, 8, 3, 7, 12, 10, 9, 3, 8, 3, 9, 0, 0, 3, 0, 4, 1, 4, 12, 12, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 2]",25,1024,0
9,256,1.0,276,0.05697529995813966,"[1, 10, 7, 1, 8, 6, 11, 11, 0, 7, 4, 8, 10, 10, 12, 8, 4, 11, 2, 6, 6, 7, 2, 6, 11, 2, 4, 10, 3, 11, 4, 4, 11, 5, 1, 7, 4, 8, 3, 7, 0, 12, 2, 2, 0, 11, 9, 10, 1, 10, 12, 4, 12, 4, 7, 4, 7, 7, 8, 2, 3, 10, 4, 1, 1, 5, 12, 5, 2, 5, 8, 3, 7, 12, 10, 9, 3, 8, 3, 9, 0, 0, 3, 0, 4, 1, 4, 12, 12, 10, 7, 1, 0, 3, 8, 7, 4, 12, 0, 2]",25,1024,0
