,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,760.0,0,0.002917900012107566,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 1, 4, 2, 4, 2, 0, 3, 4, 4]",25,1024,0
1,1,760.0,1,0.004973600007360801,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 1, 4, 2, 4, 2, 0, 3, 4, 4]",25,1024,0
2,2,766.0,3,0.006155200011562556,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 3, 4, 2, 4, 2, 0, 3, 4, 4]",25,1024,0
3,4,768.0,6,0.0070915000105742365,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 2, 3, 4, 2, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 3, 4, 2, 4, 2, 0, 3, 4, 4]",25,1024,0
4,8,780.0,12,0.00829100000555627,"[1, 2, 2, 1, 1, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 3, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 2, 3, 4, 2, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 3, 4, 2, 4, 2, 0, 3, 4, 4]",25,1024,0
5,16,785.0,21,0.009582700004102662,"[1, 2, 2, 1, 1, 4, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 3, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 2, 3, 4, 2, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 3, 4, 2, 4, 2, 0, 3, 4, 4]",25,1024,0
6,32,803.0,42,0.011138000001665205,"[1, 2, 2, 3, 3, 4, 4, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 3, 3, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 3, 2, 3, 4, 2, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 3, 4, 2, 4, 2, 0, 3, 4, 4]",25,1024,0
7,64,856.0,79,0.013524500012863427,"[4, 2, 4, 3, 3, 4, 4, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 4, 3, 2, 4, 4, 4, 4, 4, 3, 1, 4, 4, 3, 0, 4, 2, 3, 2, 3, 4, 2, 1, 3, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 3, 4, 2, 4, 2, 0, 3, 4, 4]",25,1024,0
8,128,864.0,144,0.020515500014880672,"[4, 2, 4, 3, 3, 4, 4, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 4, 3, 2, 4, 4, 4, 4, 4, 3, 1, 4, 4, 3, 0, 4, 2, 3, 2, 3, 4, 2, 1, 3, 4, 4, 4, 4, 4, 4, 2, 1, 3, 4, 3, 4, 2, 4, 2, 0, 3, 4, 4]",25,1024,0
9,256,864.0,272,0.033225599996512756,"[4, 2, 4, 3, 3, 4, 4, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 4, 3, 2, 4, 4, 4, 4, 4, 3, 1, 4, 4, 3, 0, 4, 2, 3, 2, 3, 4, 2, 1, 3, 4, 4, 4, 4, 4, 4, 2, 1, 3, 4, 3, 4, 2, 4, 2, 0, 3, 4, 4]",25,1024,0
