,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
0,0,0.00016090000281110406,10.0,0.0,25,1024,0
1,1,0.0012749000452458858,10.0,1.0,25,1024,0
2,2,0.002410000015515834,10.0,2.0,25,1024,0
3,3,0.0035201000282540917,10.0,3.0,25,1024,0
4,4,0.0036087000044062734,10.0,4.0,25,1024,0
5,5,0.0058655000175349414,10.0,5.0,25,1024,0
6,6,0.005980000016279519,10.0,6.0,25,1024,0
7,7,0.006065000023227185,10.0,7.0,25,1024,0
8,8,0.006146900006569922,10.0,8.0,25,1024,0
9,9,0.010707900044508278,10.0,9.0,25,1024,0
10,10,0.011051700043026358,10.0,10.0,25,1024,0
11,11,0.011288200039416552,10.0,11.0,25,1024,0
12,12,0.011576800025068223,10.0,12.0,25,1024,0
13,13,0.011846200039144605,10.0,13.0,25,1024,0
14,14,0.01238319999538362,9.0,15.0,25,1024,0
15,15,0.01267359999474138,9.0,16.0,25,1024,0
16,16,0.012874400010332465,9.0,17.0,25,1024,0
17,17,0.014576000045053661,9.0,18.0,25,1024,0
18,18,0.014692299999296665,9.0,19.0,25,1024,0
19,19,0.0147821000427939,9.0,20.0,25,1024,0
20,20,0.01487250003265217,9.0,21.0,25,1024,0
21,21,0.014961800014134496,9.0,22.0,25,1024,0
22,22,0.015048400033265352,9.0,23.0,25,1024,0
23,23,0.015133500040974468,9.0,24.0,25,1024,0
24,24,0.015217300038784742,9.0,25.0,25,1024,0
25,25,0.015354800038039684,8.0,27.0,25,1024,0
26,26,0.015442600008100271,8.0,28.0,25,1024,0
27,27,0.01552880002418533,8.0,29.0,25,1024,0
28,28,0.015614400035701692,8.0,30.0,25,1024,0
29,29,0.015700899995863438,8.0,31.0,25,1024,0
30,30,0.015792899997904897,8.0,32.0,25,1024,0
31,31,0.0158860000083223,8.0,33.0,25,1024,0
32,32,0.015973900037351996,8.0,34.0,25,1024,0
33,33,0.01745320000918582,8.0,35.0,25,1024,0
34,34,0.017611000046599656,6.0,37.0,25,1024,0
35,35,0.017698900017421693,6.0,38.0,25,1024,0
36,36,0.017784700030460954,6.0,39.0,25,1024,0
37,37,0.017922100028954446,5.0,41.0,25,1024,0
38,38,0.018006800033617765,5.0,42.0,25,1024,0
39,39,0.018091700039803982,5.0,43.0,25,1024,0
40,40,0.018215899995993823,5.0,44.0,25,1024,0
41,41,0.01834670000243932,5.0,45.0,25,1024,0
42,42,0.01845510001294315,5.0,46.0,25,1024,0
43,43,0.01856450003106147,5.0,47.0,25,1024,0
44,44,0.018750899995211512,4.0,49.0,25,1024,0
45,45,0.01884910004446283,4.0,50.0,25,1024,0
46,46,0.01914690004196018,3.0,52.0,25,1024,0
47,47,0.019326800014823675,3.0,53.0,25,1024,0
48,48,0.019439099996816367,3.0,54.0,25,1024,0
49,49,0.019529999990481883,3.0,55.0,25,1024,0
