,num_clusters,mean_fit_time,std_fit_time,mean_s_score,std_s_score,mean_v_score,std_v_score,mean_ch_score,std_ch_score,mean_ar_score,std_ar_score
0,2,2.82768347999081,0.6231171965323152,0.018035971002927115,0.00727939444819274,0.008854204541343249,0.01061505588115362,17.9723677928583,3.453654289349253,0.0001546530335681388,0.0038911569023815347
1,3,4.437683000043035,0.33106653867135283,0.01581807668497431,0.012209400127900746,0.004407948317722658,0.004174872128107782,18.344701052821375,0.9981323669090791,0.0064014333028103885,0.00858516677344987
2,4,5.42870634002611,0.6692991114165133,0.0214116065324177,0.004522683583814064,0.0096514209742147,0.006130011867625477,19.04455682425086,0.9975735471790478,0.006454333789639761,0.009868872391132757
3,5,6.717233160044998,0.7256211149415175,0.020988027762172186,0.008065720374031292,0.008379797892668649,0.00488438997298738,19.326958781942306,1.7673440671082012,0.004434785551521452,0.004112902871272481
4,6,7.6860668399836864,0.5783261459336785,0.02503409470149336,0.005761263043334338,0.01654319204332979,0.005068233888398867,19.711374054364608,1.1986287408532166,0.002988850527281673,0.002975597132567807
5,7,7.426326719950884,0.6093561113340527,0.03206716064482027,0.004711963868015456,0.018608273915388863,0.011577473700228061,21.62143024776858,1.7431973349395533,0.005328238341851038,0.004520598732081809
6,8,8.027920399978758,1.0303364676123732,0.0323143711399081,0.004867210820746738,0.027254685730532767,0.004978149948314006,20.43254110255906,1.4293824103923043,0.01162896153137613,0.005697809601097356
7,9,8.70524669997394,0.8691420785351661,0.037024315286901546,0.00956163684959999,0.018248590503844093,0.015285156056904366,21.290671766774455,1.4633394811638731,0.007418820691438307,0.007895207390617697
8,10,9.81934778005816,1.4836000381372083,0.04446145904977454,0.0073080528814618165,0.019033644239012524,0.008153225381658916,21.694039376681566,0.9955682815993573,0.009080952487145683,0.0024369686517927164
9,11,10.080054940003901,1.0583670139750547,0.05275901409276686,0.006293193558879055,0.025844865551119665,0.010617859818503314,21.012845156775246,1.3139788138089292,0.010034328181571458,0.004748349872876261
10,12,10.438442559959366,0.9788042198296603,0.045731674436342545,0.010404702439326743,0.029183884325336647,0.004736034112371872,20.862616368331196,1.0416032530240498,0.011056643830350654,0.0057430171844995515
11,13,11.308472300041467,1.7346613068553756,0.04968552532072902,0.004613618925314412,0.017914090989085134,0.01307246216182397,21.032945193863966,1.573006525340113,0.005662838555811957,0.004346302676717489
12,14,12.728033239999785,1.5531229062083247,0.0503258045567728,0.01183618406526354,0.03316257694198688,0.012549819349572576,19.944053378910038,1.2272938198582994,0.011126501042709559,0.008365895108878453
13,15,12.187986540002749,1.1646334351539502,0.053905210356488285,0.004615761745280395,0.028001880516947315,0.009510866091821783,19.421427452172093,0.2841300826352788,0.008957407963057369,0.004511142331497913
14,16,12.247476639971136,1.4651697421310488,0.06300877734260774,0.010516446081345977,0.0401396319696905,0.010269870579467632,21.04509790418596,1.2250584463439882,0.011476041019911972,0.004278859569964594
15,17,13.197829280048609,1.2575042241537224,0.06029688206392449,0.0076326156446233015,0.03957001348783434,0.009896164059630506,19.24753274468384,0.9992371633861858,0.011725155864425327,0.0031238090569229325
16,18,13.736379640037194,0.7353342728778487,0.061064911162672084,0.004512563329913937,0.03178899220935252,0.007620469849275532,19.3420424513632,0.626080571102524,0.007214527310439938,0.001220045954107485
17,19,15.471556639950723,1.458369896801954,0.06670867749590167,0.009329216417317676,0.04087920528569542,0.006970635440956979,20.123552227314956,1.0280299607566628,0.010361271915926923,0.003119206674816048
18,20,15.077037979988381,1.0231150158224591,0.072758856817605,0.007251506358989125,0.04439844840967312,0.010805155251664797,19.838044279413577,0.9093632829161139,0.010690084649487563,0.002114995372483081
19,21,15.730191480042413,1.3960172327064875,0.0734041330758544,0.008382328803827735,0.057306826939444055,0.020019537601883144,19.537855076285958,0.9360513319359296,0.015248868799048168,0.007356705322660348
20,22,15.99929762003012,1.2813742716260939,0.06855288244704912,0.014991705991777326,0.03782417283113114,0.00428731953477114,19.74239337693175,1.4730791202995652,0.008525736033569018,0.0020138330039460133
21,23,17.28930811993778,1.3806851307795462,0.07666522953770379,0.007841097400518743,0.04612022314304576,0.008649651545929731,19.282580318656503,0.9446399023550839,0.011294239326194392,0.0036258122318814233
22,24,17.606223999941722,0.9312433566751814,0.08058037208288285,0.006243425897587035,0.04058315013211051,0.01316995579540075,19.757820827633704,0.8066297625302901,0.008231641003293927,0.0026681559710937156
23,25,17.592927180044352,0.9134485232090025,0.08342462134626609,0.0038446286630656737,0.054915984658014505,0.008288282456585591,19.5686816858832,0.46448828516936674,0.01227078523439341,0.002243089454038606
24,26,16.848825719999148,0.9258687582590677,0.08341438838423579,0.005860413673889466,0.051621274299715955,0.01287610504567493,19.318272122960813,0.9093244783149429,0.010230046334058007,0.0033707909168390606
25,27,19.77837443999015,1.4415301760173256,0.08469417881030691,0.004094886630981125,0.05098892049595364,0.009505447810306279,19.335861805553385,0.6671433561179739,0.011124403116964202,0.00243582591938642
26,28,20.003595920000226,1.569926746502843,0.0917291804466344,0.0084374309756445,0.06281307098082849,0.007885991835348003,19.369131302973592,0.505016374837635,0.013656609319442386,0.0029307349636591346
27,29,20.50086757997051,2.5730238787113238,0.08841537575228954,0.0063650837898875795,0.0619464223101712,0.007364818910620189,19.170487691850585,1.0520051979876675,0.013353162659945983,0.002120846559275794
28,30,21.519075300032274,0.9701163699819161,0.09539926615980554,0.005366311948463064,0.06289272689162523,0.00785582110611766,19.421239905864944,0.7102511113924677,0.012194055543193444,0.0034605123474690316
29,31,21.118515360029413,0.8196171079197376,0.09524785875987213,0.005290882548130569,0.07389790539008183,0.008688315460112759,19.085259332540655,0.7507053772320118,0.01668276311356439,0.0033956150217385422
30,32,23.099280059989542,2.1142348125781782,0.09579999044863302,0.0034641458659952187,0.0660996373853922,0.002425215531737636,18.632377996060136,0.5630472233092759,0.012681443968503214,0.0024917320908409476
31,33,23.970478300051763,1.9275188162143657,0.10009295589704117,0.005495720544380012,0.06612574353086652,0.018143656918569485,18.562150439965116,0.9451068388913403,0.012317742125543141,0.0050395955433738425
32,34,22.745800380036236,2.803499084282006,0.09769249652968429,0.004432415663172656,0.06018675101529005,0.015344867640385559,18.51398488331277,0.8349369196193103,0.01057860570139989,0.004875244838024733
33,35,24.204497400019317,0.43896927819576054,0.1052326493781995,0.008312588849962431,0.05839394827860391,0.005749069642256619,18.25660710433528,1.0435499250471605,0.00955993979131702,0.0015665793075603656
34,36,25.428587620006873,1.743506542269798,0.10502472930252685,0.008162466751351821,0.08160736644628616,0.010406910373130934,18.307473581941608,1.1319778663900806,0.015310526273221525,0.004446914704994851
35,37,26.46840662001632,0.44551920463108413,0.11330752947045344,0.005234084478728842,0.07680860099464316,0.006982616674470558,19.040449994732814,0.2589081521066714,0.013089364578109025,0.001296535712830933
36,38,26.66914726002142,2.3411097126946676,0.10934934731074594,0.004890490519802609,0.07266803132309771,0.005655265457738284,18.55274061693374,0.4493945682992146,0.012874455861039972,0.002122763129927679
37,39,27.63224511994049,2.104843459006659,0.11288085798247782,0.007387447379236416,0.07087290629329782,0.009716880064053203,18.24664641616701,0.5231403201240461,0.010052809316802653,0.002045430741428541
38,40,26.520644819922744,1.2391111636412293,0.11493572905546087,0.00526637137637718,0.07931062749538104,0.010630088875066031,17.987978638508473,0.58727602798608,0.012006537972117818,0.0025105486949038225
39,41,31.673275960003956,2.548181309198961,0.11935918915835293,0.0035125653774506715,0.0774854024204988,0.006748168374581392,18.32210179187497,0.12430195113546705,0.0125262542540167,0.0011915879079863233
40,42,30.289247160032392,3.4927795565677595,0.12220933856968692,0.0065282668269913795,0.08236288149015908,0.012957402697426753,18.520518367832054,0.4931070920248918,0.013838875931874953,0.0030099712217713315
41,43,30.78505823998712,3.1512843019146923,0.11962872091470536,0.005401280218803714,0.08441122732714959,0.016889138248854046,18.330652699095616,0.43933651987879174,0.012169910826039741,0.0035179425166084323
42,44,30.17955793994479,3.415337419557965,0.12773374688937764,0.005389774977457857,0.08254158802074466,0.011089080540558826,18.151733179619875,0.5154621666099012,0.012434484726118524,0.0021462235237714707
43,45,31.927490280009806,1.4139987845502127,0.13045972727683774,0.003449310594995137,0.07851593839853452,0.006949020139112346,18.179144259199912,0.2886164307001797,0.010484947912626389,0.0006133200162470875
44,46,32.568368959985676,4.881002899824444,0.13798452561703725,0.005843761813686094,0.09302657702265153,0.015103373462654085,18.375507741835747,0.6037572095822145,0.01409427709478891,0.003400689509580108
45,47,34.85945141999982,3.252461419614754,0.1289558260751073,0.003815411522953628,0.09656391588310216,0.00727655489069722,17.47737667875338,0.5807237491665254,0.01454459714063297,0.002313472896532726
46,48,32.84117516009137,1.309925631246797,0.133581338266469,0.010024513855011517,0.08344721820360836,0.012944116956919086,18.1187024909154,0.6812769977515135,0.011923590081698496,0.0024846169358736328
47,49,35.42181488005444,1.8197015354240935,0.13977100877708107,0.006774939316833756,0.08108642368126043,0.006633223852799021,18.050368170808163,0.9144056174383683,0.010716118091929423,0.0016336171223560933
