,num_clusters,mean_fit_time,std_fit_time,mean_s_score,std_s_score,mean_v_score,std_v_score,mean_ch_score,std_ch_score,mean_ar_score,std_ar_score
0,2,0.03413833999074996,0.0034463271579559074,0.16378711906567872,0.034191571114060425,0.0006953944106778614,0.0002178895027462911,583.5205525342692,21.501408983340717,-0.011041358622069331,0.0026368195906953883
1,3,0.038194639980793,0.003435360818921361,0.1324972284481042,0.00022731631341212688,0.0003855140361247587,9.357141127763181e-06,604.2169057125125,0.0054469043455969085,-0.004481637199891336,3.902320007222757e-05
2,4,0.043650440080091356,0.006520585985459255,0.15228248721544266,0.005502086269479356,0.0005885679344684485,7.63420688553393e-05,591.3466557657015,12.730088497650343,-0.00640930887608647,0.0004550327939606249
3,5,0.04681468005292118,0.0029678044246024466,0.15120531728786002,0.01580250868919847,0.0009882275963401725,0.0001916937209827586,608.7657498284431,3.1564547075434017,-0.004397121864872946,0.0019978199003086125
4,6,0.045859659928828476,0.0048680078577264824,0.16018464416925768,9.992221857652368e-05,0.0022879821575065087,0.00010899511819043993,633.9484275439588,0.017428287432503853,-0.005541510429787497,0.00025785261577658064
5,7,0.051978600025177,0.00656852661673493,0.15361679003394352,0.0018983893879983347,0.0014144002043642472,0.00038438347861379597,616.3983523288495,0.1623395974799178,-0.0030308954193041873,0.00010930312359016713
6,8,0.05236359997652471,0.0045759780480776335,0.15436695778583256,0.0003588655150296428,0.00170902249659729,0.0001666429784017223,601.4617182131235,0.042161074530048304,-0.0019403621875329347,0.00014179931308190352
7,9,0.05879669999703765,0.005017513588662599,0.1596953992817975,0.0001610471282861547,0.0015333205150253252,2.6578449152764608e-05,590.6474618081468,0.0038721516728885724,-0.0011296775239208892,3.1514877988938534e-05
8,10,0.05883399997837842,0.0017011731495296517,0.15943918605952873,0.006166690547827904,0.0018503547569943802,0.0001560896772994051,563.6346323879889,4.738146824433241,-0.001006821472162717,3.9564002188482166e-05
9,11,0.06462768004275858,0.006919852652171834,0.1502634452142472,0.004473855516667598,0.00204490375648435,0.00037872243133504755,535.5418560630465,5.645571652675573,-0.0012767232846471316,0.0004030086993785836
10,12,0.06719078002497554,0.003116329585550816,0.1449231613765048,0.0033755700114023023,0.0024794516893303807,0.0003946078860950332,513.9434012388108,1.8597009213316844,-0.0009261634313807025,0.0006944380571702771
11,13,0.07509258012287319,0.005483719425952978,0.13848903671687277,0.0009432873245394875,0.0022338142592246675,0.00043331596292564437,496.29686457672625,1.3203274590245808,-0.0016875806683802474,0.00043132033246774285
12,14,0.08417346007190644,0.009516650052100959,0.1355824962661934,0.00286141369600814,0.003690151320863312,0.0006226031623428073,477.8723668470864,1.066332758053273,-0.001577877964692514,0.00045249272296652587
13,15,0.09454704001545906,0.007700614074706504,0.13284984909938616,0.002172390104521316,0.0040337172011566755,0.0008075545861691596,460.52313890923386,2.8398834393151007,-0.0012296281189215746,0.0002619760277632415
14,16,0.0914678399451077,0.004911921111285673,0.13203158119243025,0.0007545551616011227,0.004298355027196532,0.0005057527215036574,447.955319314576,1.9086249391547847,-0.0007378334064107591,0.0001288064967618035
15,17,0.10094630001112818,0.014720202233733395,0.13156566840117967,0.0011972187656162732,0.0049420326129568076,0.0005127515763541945,434.99393524868066,1.3090912592304424,-0.0007734323810279205,0.00037749212164606464
16,18,0.09190894006751478,0.005534858177646004,0.1276403051036851,0.002969181918609213,0.004075702032764651,0.000654279283157611,421.6568633485141,2.4615388231431288,-0.000625302618536473,0.00035266012623377346
17,19,0.10377632002346218,0.013166807892854203,0.12943310884093082,0.0014494666690083875,0.004046778026861058,0.00039363856227897585,411.52709440913225,1.4842379797153262,-0.0009388251303687686,0.00033987669760437154
18,20,0.10501734004355967,0.00745210898570569,0.128473815948371,0.0017242440354115404,0.0046386308510074446,0.0007915415254395285,401.0904152026032,0.835609160850675,-0.0011913599661592014,0.00026867406449151884
19,21,0.11157064000144601,0.007438727088538329,0.12925373168323454,0.003332579058126745,0.004345111427164518,0.0008916741798617025,390.9206760863923,1.8814159469338467,-0.001032789329533289,0.00047186899769688975
20,22,0.11226274003274739,0.0038430164087012806,0.127872188487348,0.0010454722383461173,0.004500798660130902,0.0006928884411288164,383.1672489260356,1.2894475213277823,-0.0007462591444186516,0.0006518625858941036
21,23,0.11722174007445574,0.006618551998732396,0.13037783527392757,0.0017437294310921447,0.005016817628374444,0.0005673744211545016,375.1701335619492,0.6869600704547195,-0.0007842852845311506,0.0003982403263974606
22,24,0.12045346000231802,0.002162580765710377,0.13004710819886137,0.002821350421502205,0.005096948371225723,0.0009535865411438034,367.9570010351829,0.9865299845794122,-0.0008293800936504059,0.00039801108472033327
23,25,0.12283073998987674,0.003582312592702426,0.13038354836713348,0.002027679305027979,0.00495125127307212,0.0009260346205484867,360.600746436669,1.5159887401669634,-0.0008382640610622352,0.0005055137212077572
24,26,0.13141688001342117,0.008895715296280145,0.12963126092026173,0.00230119044737797,0.006283257143864044,0.0010328349457384462,354.5621443068936,0.8701272217610663,-0.0005854864288066666,0.0003967959987086082
25,27,0.125984220020473,0.006751935664918029,0.13049038721689557,0.003520284160843524,0.005803288069721477,0.0013541032893602887,347.49980859073895,1.8771855513891296,-0.0005588524828112898,0.0001962469171547353
26,28,0.13593004001304507,0.00944247876973673,0.13023374628531031,0.0018419265211709406,0.005919263881334598,0.0004272646277378248,344.2250361805084,1.4508504551053587,-0.0007205932493492592,0.0002474769589020155
27,29,0.14822569992393256,0.01381207934317035,0.12930202981135258,0.0014371117136092993,0.005373114381275619,0.0008442520938640771,337.517287254198,0.74993882635118,-0.0007945357346717845,0.0004426220127710796
28,30,0.1471863599959761,0.00790760533192803,0.1318179452107044,0.0028929799864289363,0.006424236042011276,0.001454682942494864,332.89684332646516,1.6245574308162902,-0.0006236969716034047,0.00031896147353144516
29,31,0.14701076005585492,0.0031968568707067585,0.12821606655732423,0.0009784051689877228,0.005435685994267429,0.000484100281248296,326.3507750048706,1.1580466654791859,-0.0008628867986243596,0.0003017829163689668
30,32,0.15169320004060866,0.006232422799242225,0.12811138645153225,0.0011935239715250728,0.00648588517725342,0.0007844053317608608,322.4519848335711,0.7714189820429045,-0.0005288039364654182,0.0003476633526258996
31,33,0.14388548010028898,0.004855759744752108,0.128811388649188,0.0047522447528810735,0.007043533827890405,0.001080171476080093,317.6007125672098,0.9962217378553434,-0.0004054165981517073,0.0004094636680968934
