,num_components,mean_recon_error,std_recon_error
0,2,3.6072686877616397e-16,0.0
1,3,4.286749102411189e-06,0.0
2,4,3.029623265646845e-05,0.0
3,5,0.0003582743277596895,0.0
4,6,0.000652734513600924,0.0
5,7,0.0007660626195651443,0.0
6,8,0.0006461923621365008,0.0
7,9,0.00121271003354921,0.0
8,10,0.0011843656570174879,0.0
9,11,0.0025825321518517016,0.0
