,num_components,mean_recon_error,std_recon_error
0,2,0.8209978172084119,0.0408636423204696
1,3,0.7413699254875559,0.07587890019220256
2,4,0.6838521086274156,0.026182286596624308
3,5,0.5706457998134741,0.035648323423151884
4,6,0.5120691635141533,0.05926250832145566
5,7,0.38857354405326305,0.07883335517401825
6,8,0.29893229089203305,0.023531771334745696
7,9,0.20059444670273377,0.05887776934635604
8,10,0.17926353156837674,0.08412938695234085
9,11,0.1088409491830288,0.10745246659959774
