,n_components,covariance_type,bic_score,std_bic_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time
19,21,full,29922.510330439523,123.25383089300593,0.43399438858032224,0.05202641494151291,0.002001953125,1.784161275279017e-07
20,22,full,30263.716969881156,251.8072314453171,0.3639981269836426,0.05246222720612638,0.0020017623901367188,2.132480599880018e-07
21,23,full,30516.54924523525,168.24213620211566,0.4750321388244629,0.08112082719091336,0.002402067184448242,0.0004899794739182331
22,24,full,30879.482898025115,224.4061969610246,0.4494086742401123,0.06361579915438764,0.0026025295257568358,0.000490524319893101
23,25,full,31056.238421165173,151.94642779426124,0.5655139446258545,0.09997077074744136,0.002602672576904297,0.00049054379248218
24,26,full,31465.91015632287,181.38227491662985,0.5353873252868653,0.06756120969724756,0.002802467346191406,0.0004002337054666491
25,27,full,31735.11065039938,200.45442919628798,0.582930326461792,0.044894580559022235,0.0028025627136230467,0.00040028099150603215
26,28,full,32047.482097860757,167.2804560522992,0.5947410106658936,0.06806888047206257,0.002602386474609375,0.0004904076350327055
27,29,full,32335.38643084956,178.36396493385936,0.643985366821289,0.087520375126028,0.0028027057647705077,0.0004008294002742527
28,30,full,32627.15880350091,158.64935228697226,0.663002872467041,0.10426511253191852,0.0028026580810546877,0.00040032864681882504
29,31,full,33076.72442589841,245.99659040204918,0.6967353820800781,0.07614550849137719,0.0032029151916503906,0.0004001858513518428
30,32,full,33368.83609357606,230.56428983177207,0.6099544048309327,0.07609672581671492,0.0028028011322021483,0.00040063866545148025
31,33,full,33620.745495053336,323.28567287132665,0.7602909564971924,0.11165511681851126,0.0032032489776611327,0.0004003763589283707
32,34,full,33943.920488621414,163.64263680003066,0.7765065193176269,0.11919238310506398,0.0034026145935058595,0.000490349310011856
33,35,full,34292.33529982473,170.95456699808875,0.8087353229522705,0.10181141586129135,0.003603410720825195,0.0004900376480808073
34,36,full,34615.63151827273,218.19533689895462,0.8485719203948975,0.14457811035974055,0.00320281982421875,0.0004008295137258324
35,37,full,34920.39156694621,202.41903636997927,0.904222822189331,0.1346788811017742,0.0034026622772216795,0.0004902131449271934
36,38,full,35242.79873985141,191.74096152780277,0.9252409934997559,0.08752687704015559,0.003803920745849609,0.00040028099150603215
37,39,full,35566.73997183998,205.31402482097135,0.8877095699310302,0.13345200533472817,0.004002904891967774,2.86102294921875e-07
38,40,full,35884.85052866718,231.94154088360617,0.8789992332458496,0.1720068528672616,0.0038036823272705076,0.00040028099150603215
39,41,full,36130.825666294084,238.32605316257383,1.009718656539917,0.27737098856560033,0.003603029251098633,0.0004907970094501581
40,42,full,36396.24119567854,140.9832307923925,0.9144315719604492,0.11934200021817362,0.003803539276123047,0.00040068650520877643
41,43,full,36896.25047958108,229.0704607951145,1.1036055564880372,0.24440108926635148,0.004003334045410156,5.091227651611e-07
42,44,full,37174.39342391264,327.985943432861,0.933449125289917,0.11240997781045611,0.003603410720825195,0.000490329829699247
43,45,full,37522.97218144602,233.67283266187818,1.073176336288452,0.08059022081135521,0.004003381729125977,3.8738433859996607e-07
44,46,full,37833.119549407995,177.5621825141523,1.0282361507415771,0.14380082671188427,0.0040036201477050785,4.6720309119857374e-07
45,47,full,38215.01827236123,138.50445195696196,1.1340316772460937,0.18025628920633482,0.004403829574584961,0.0004905635006807578
46,48,full,38576.13749828782,337.26616691682125,1.0487534523010253,0.13707787748381964,0.004604530334472656,0.000490427038074988
47,49,full,38873.759304122475,264.29375430175367,1.2632920265197753,0.12094431272629931,0.0044041633605957035,0.000490388050395062
