,n_components,covariance_type,bic_score,std_bic_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time
3,5,full,25999.04382926803,161.78681252411283,0.07346687316894532,0.01814499353495792,0.0010009765625,1.1680077279964343e-07
4,6,full,26112.918440932313,132.683268723409,0.07346696853637695,0.013556105565756808,0.0010007858276367188,2.431401974483864e-07
5,7,full,26266.272852523933,58.802555268040734,0.08767971992492676,0.00887614919171762,0.0014013290405273438,0.0004902518079503424
2,4,full,26268.282305916415,250.50494954012805,0.05284814834594727,0.007840407326270823,0.0014011383056640625,0.0004904075886684831
6,8,full,26467.13721987485,159.17040584698108,0.09328498840332031,0.011134918881116259,0.0014012813568115234,0.0004901934133656865
7,9,full,26668.378720471606,90.3075121987541,0.12271175384521485,0.012478931303770027,0.0012009143829345703,0.0004003048085115577
1,3,full,26810.567189417314,87.77578857259059,0.030027389526367188,0.003289448903000159,0.0010008811950683594,3.9895058943465975e-07
8,10,full,26870.54234090171,143.59674286746997,0.14333052635192872,0.03267570520271101,0.0014014720916748046,0.0004900378568772794
0,2,full,27017.17151656055,139.87542153269078,0.021219396591186525,0.0011673816112116198,0.0008007049560546875,0.0004003525632173939
9,11,full,27160.333281044404,72.49396281832891,0.16254725456237792,0.03568968422927776,0.001802206039428711,0.00040042404263954166
10,12,full,27442.429952806327,90.26343551341037,0.19197454452514648,0.01353875829475825,0.0016015052795410156,0.0004903103532500158
11,13,full,27671.35935813979,97.78604796758154,0.22060050964355468,0.024692896062303817,0.001401376724243164,0.0004900182064194829
12,14,full,27913.93381843667,92.91418823827087,0.2902637004852295,0.05537489603865643,0.0018020153045654296,0.0004003288172090498
13,15,full,28293.198497878002,139.44506262895501,0.2576338291168213,0.051891162228535063,0.002001953125,2.7804145311571603e-07
14,16,full,28563.904909929428,184.56982266142856,0.3117844581604004,0.061062476492779606,0.0016013145446777343,0.0004899597886342959
15,17,full,28733.131437127584,151.7076457666021,0.2910648822784424,0.0551077579084841,0.0020018100738525392,2.3360154559928684e-07
16,18,full,29128.8814693139,187.91932015038276,0.3151875972747803,0.06275010100271335,0.0020017147064208983,1.784161275279017e-07
17,19,full,29362.84240606475,197.48641145674185,0.36393074989318847,0.07785179530767022,0.0020021438598632813,5.135693366178993e-07
18,20,full,29625.35799863336,140.41353247176247,0.3795450210571289,0.0502230424999023,0.002202272415161133,0.00040006657465132997
