,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,42.0,0,0.002186400000937283,"[1, 27, 32, 23, 36, 8, 10, 10, 12, 11, 20, 22, 38, 34, 14, 6, 2, 4, 30, 23, 20, 20, 5, 23, 36, 11, 35, 29, 39, 16, 34, 18, 15, 32, 27, 20, 17, 10, 28, 20]",geometric,0.1,0.99,0.001,0.09999780261871083,0.1,1024
1,1,41.0,2,0.004914900011499412,"[1, 27, 32, 23, 36, 8, 10, 10, 12, 11, 20, 22, 38, 34, 12, 6, 2, 4, 30, 23, 20, 20, 5, 23, 36, 11, 35, 29, 39, 16, 34, 18, 15, 32, 27, 20, 17, 10, 28, 20]",geometric,0.1,0.99,0.001,0.099995060482418,0.1,1024
2,2,41.0,3,0.006532500003231689,"[1, 27, 32, 23, 36, 8, 10, 10, 12, 11, 20, 22, 38, 34, 12, 6, 2, 4, 30, 23, 20, 20, 5, 23, 36, 11, 35, 29, 39, 16, 34, 18, 15, 32, 27, 20, 17, 10, 28, 20]",geometric,0.1,0.99,0.001,0.09999343483361695,0.1,1024
3,4,40.0,7,0.00996820000000298,"[1, 27, 32, 23, 36, 8, 10, 10, 12, 11, 20, 22, 38, 34, 12, 6, 2, 4, 30, 23, 20, 20, 5, 23, 36, 11, 35, 29, 39, 16, 34, 32, 15, 32, 27, 20, 17, 10, 28, 7]",geometric,0.1,0.99,0.001,0.09998998212603702,0.1,1024
4,8,37.0,13,0.01530500000808388,"[1, 27, 32, 23, 36, 8, 10, 10, 12, 11, 20, 22, 38, 34, 12, 6, 2, 4, 30, 12, 20, 20, 5, 23, 36, 11, 35, 29, 39, 16, 28, 32, 15, 32, 27, 20, 17, 10, 28, 7]",geometric,0.1,0.99,0.001,0.09998461914394306,0.1,1024
5,16,32.0,29,0.028628100000787526,"[13, 27, 32, 25, 28, 8, 10, 10, 12, 11, 20, 22, 38, 34, 12, 6, 2, 33, 7, 12, 20, 20, 5, 23, 36, 2, 35, 29, 3, 16, 28, 32, 15, 32, 27, 20, 17, 10, 28, 4]",geometric,0.1,0.99,0.001,0.09997123193681554,0.1,1024
6,32,23.0,52,0.04691980000643525,"[13, 9, 32, 25, 28, 32, 1, 10, 12, 11, 20, 22, 38, 34, 12, 6, 2, 33, 7, 36, 4, 20, 5, 23, 36, 2, 35, 29, 3, 16, 28, 32, 15, 32, 39, 20, 17, 10, 28, 3]",geometric,0.1,0.99,0.001,0.09995285514185798,0.1,1024
7,64,19.0,97,0.08062340000469703,"[13, 9, 24, 25, 28, 32, 1, 10, 12, 11, 20, 22, 38, 34, 0, 6, 24, 33, 7, 36, 4, 30, 5, 15, 36, 2, 35, 19, 3, 23, 28, 32, 26, 32, 39, 20, 16, 8, 28, 3]",geometric,0.1,0.99,0.001,0.09991900359504136,0.1,1024
8,128,16.0,172,0.1393856000067899,"[13, 9, 24, 25, 28, 37, 1, 10, 27, 11, 20, 22, 38, 34, 0, 6, 28, 33, 7, 2, 4, 30, 12, 15, 36, 39, 35, 19, 3, 27, 35, 32, 26, 32, 39, 23, 16, 8, 33, 18]",geometric,0.1,0.99,0.001,0.09986001086700727,0.1,1024
9,256,9.0,327,0.2611238000099547,"[13, 15, 3, 25, 28, 37, 1, 10, 27, 11, 20, 22, 18, 34, 39, 6, 10, 33, 7, 2, 4, 30, 18, 21, 36, 12, 12, 19, 1, 26, 35, 38, 9, 32, 6, 23, 16, 8, 5, 29]",geometric,0.1,0.99,0.001,0.09973790587901643,0.1,1024
10,512,7.0,602,0.4996541000000434,"[13, 15, 3, 25, 28, 34, 1, 10, 27, 11, 20, 22, 24, 34, 39, 4, 9, 33, 24, 2, 37, 30, 32, 21, 36, 12, 22, 19, 10, 26, 35, 38, 31, 7, 6, 23, 16, 8, 5, 29]",geometric,0.1,0.99,0.001,0.09949908960980741,0.1,1024
11,1024,3.0,1151,1.039508100002422,"[1, 14, 10, 17, 28, 0, 32, 7, 27, 25, 20, 15, 35, 33, 39, 4, 9, 19, 24, 2, 37, 30, 13, 21, 36, 12, 22, 1, 31, 26, 11, 38, 18, 3, 6, 23, 16, 8, 5, 29]",geometric,0.1,0.99,0.001,0.09896069790562943,0.1,1024
12,0,42.0,0,0.0014696999860461801,"[1, 27, 32, 23, 36, 8, 10, 10, 12, 11, 20, 22, 38, 34, 14, 6, 2, 4, 30, 23, 20, 20, 5, 23, 36, 11, 35, 29, 39, 16, 34, 18, 15, 32, 27, 20, 17, 10, 28, 20]",geometric,0.5,0.99,0.001,0.49999261456531335,0.5,1024
13,1,41.0,2,0.004866299990681,"[1, 27, 32, 23, 36, 8, 10, 10, 12, 11, 20, 22, 38, 34, 12, 6, 2, 4, 30, 23, 20, 20, 5, 23, 36, 11, 35, 29, 39, 16, 34, 18, 15, 32, 27, 20, 17, 10, 28, 20]",geometric,0.5,0.99,0.001,0.49997554662335203,0.5,1024
14,2,41.0,3,0.008278599998448044,"[1, 27, 32, 23, 36, 8, 10, 10, 12, 11, 20, 22, 38, 34, 12, 6, 2, 4, 30, 23, 20, 20, 5, 23, 36, 11, 35, 29, 39, 16, 34, 18, 15, 32, 27, 20, 17, 10, 28, 20]",geometric,0.5,0.99,0.001,0.49995840037543415,0.5,1024
15,4,40.0,7,0.01387139999133069,"[1, 27, 32, 23, 36, 8, 10, 10, 12, 11, 20, 22, 38, 34, 12, 6, 2, 4, 30, 23, 20, 20, 5, 23, 36, 11, 35, 29, 39, 16, 34, 32, 15, 32, 27, 20, 17, 10, 28, 7]",geometric,0.5,0.99,0.001,0.499930298744381,0.5,1024
16,8,37.0,13,0.01979869999922812,"[1, 27, 32, 23, 36, 8, 10, 10, 12, 11, 20, 22, 38, 34, 12, 6, 2, 4, 30, 12, 20, 20, 5, 23, 36, 11, 35, 29, 39, 16, 28, 32, 15, 32, 27, 20, 17, 10, 28, 7]",geometric,0.5,0.99,0.001,0.4999005181057327,0.5,1024
17,16,32.0,29,0.03488709998782724,"[13, 27, 32, 25, 28, 8, 10, 10, 12, 11, 20, 22, 38, 34, 12, 6, 2, 33, 7, 12, 20, 20, 5, 23, 36, 2, 35, 29, 3, 16, 28, 32, 15, 32, 27, 20, 17, 10, 28, 4]",geometric,0.5,0.99,0.001,0.49982471719532784,0.5,1024
18,32,23.0,52,0.05444369999167975,"[13, 9, 32, 25, 28, 32, 1, 10, 12, 11, 20, 22, 38, 34, 12, 6, 2, 33, 7, 36, 4, 20, 5, 23, 36, 2, 35, 29, 3, 16, 28, 32, 15, 32, 39, 20, 17, 10, 28, 3]",geometric,0.5,0.99,0.001,0.4997264861021337,0.5,1024
