,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,1300.0,0,0.00015209999401122332,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 1, 4, 2, 4, 2, 0, 3, 4, 4, 2, 1, 3, 2, 3, 1, 4, 0, 3, 0, 1, 4, 4, 2, 2, 1, 0, 3, 0, 4, 4, 0, 4, 4, 0, 3, 1, 4, 4, 4, 2, 3, 1, 1, 2, 2, 2, 4, 3, 2]",geometric,0.1,0.99,0.001,0.09999984713451454,0.1,1024
1,1,1300.0,1,0.0016057999746408314,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 1, 4, 2, 4, 2, 0, 3, 4, 4, 2, 1, 3, 2, 3, 1, 4, 0, 3, 0, 1, 4, 4, 2, 2, 1, 0, 3, 0, 4, 4, 0, 4, 4, 0, 3, 1, 4, 4, 4, 2, 3, 1, 1, 2, 2, 2, 4, 3, 2]",geometric,0.1,0.99,0.001,0.09999838613011716,0.1,1024
2,2,1303.0,3,0.002732499997364357,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 1, 4, 2, 4, 2, 0, 3, 4, 4, 2, 1, 3, 2, 3, 1, 4, 0, 3, 0, 1, 4, 4, 2, 2, 1, 0, 3, 0, 4, 4, 0, 4, 4, 1, 3, 1, 4, 4, 4, 2, 3, 1, 1, 2, 2, 2, 4, 3, 2]",geometric,0.1,0.99,0.001,0.0999972537834399,0.1,1024
3,4,1309.0,6,0.003883999976096675,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 1, 4, 2, 4, 2, 0, 3, 4, 4, 2, 1, 3, 2, 3, 1, 4, 0, 3, 0, 1, 4, 4, 2, 2, 1, 0, 3, 0, 4, 4, 0, 4, 4, 3, 3, 1, 4, 4, 4, 2, 3, 1, 1, 2, 2, 2, 4, 3, 2]",geometric,0.1,0.99,0.001,0.09999609652576608,0.1,1024
4,8,1315.0,12,0.005177599989110604,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 1, 3, 4, 2, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 1, 4, 2, 4, 2, 0, 3, 4, 4, 4, 1, 3, 2, 3, 1, 4, 0, 3, 0, 1, 4, 4, 2, 2, 1, 0, 3, 0, 4, 4, 0, 4, 4, 3, 3, 1, 4, 4, 4, 2, 3, 1, 1, 2, 2, 2, 4, 3, 2]",geometric,0.1,0.99,0.001,0.09999479647350758,0.1,1024
5,16,1348.0,23,0.006649699993431568,"[1, 2, 3, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 1, 3, 4, 2, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 3, 4, 2, 4, 2, 0, 3, 4, 4, 4, 1, 3, 2, 3, 1, 4, 0, 3, 0, 1, 4, 4, 2, 2, 1, 0, 3, 0, 4, 4, 0, 4, 4, 3, 3, 1, 4, 4, 4, 2, 3, 1, 2, 2, 2, 2, 4, 3, 2]",geometric,0.1,0.99,0.001,0.09999331705149306,0.1,1024
6,32,1370.0,43,0.009044099977472797,"[1, 2, 3, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 4, 3, 0, 4, 2, 2, 1, 3, 4, 3, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 3, 4, 2, 4, 2, 0, 3, 4, 4, 4, 1, 3, 2, 3, 1, 4, 0, 3, 0, 1, 4, 4, 2, 3, 1, 0, 3, 0, 4, 4, 0, 4, 4, 3, 4, 1, 4, 4, 4, 2, 3, 1, 2, 2, 2, 2, 4, 3, 2]",geometric,0.1,0.99,0.001,0.09999091078886721,0.1,1024
7,64,1423.0,83,0.012680099986027926,"[2, 2, 3, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 4, 3, 0, 4, 2, 4, 1, 3, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 3, 4, 2, 4, 2, 0, 3, 4, 4, 4, 1, 3, 2, 3, 1, 4, 4, 3, 1, 1, 4, 4, 3, 3, 1, 0, 3, 0, 4, 4, 0, 4, 4, 3, 4, 3, 4, 4, 4, 2, 3, 1, 2, 2, 2, 2, 4, 3, 2]",geometric,0.1,0.99,0.001,0.09998725688565224,0.1,1024
8,128,1588.0,165,0.018637799978023395,"[3, 4, 3, 1, 0, 3, 3, 3, 4, 4, 2, 3, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 4, 3, 4, 4, 2, 4, 1, 3, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 3, 1, 2, 4, 3, 4, 2, 4, 2, 0, 3, 4, 4, 4, 3, 3, 2, 3, 3, 4, 4, 3, 1, 1, 4, 4, 3, 3, 3, 1, 4, 1, 4, 4, 0, 4, 4, 3, 4, 4, 4, 4, 4, 2, 3, 4, 2, 4, 2, 2, 4, 3, 3]",geometric,0.1,0.99,0.001,0.09998127013932251,0.1,1024
9,256,1591.0,294,0.03327559999888763,"[3, 4, 3, 1, 0, 3, 3, 3, 4, 4, 2, 3, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 4, 3, 4, 4, 2, 4, 1, 3, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 3, 1, 2, 4, 3, 4, 2, 4, 2, 0, 3, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 3, 1, 1, 4, 4, 3, 3, 3, 1, 4, 1, 4, 4, 0, 4, 4, 3, 4, 4, 4, 4, 4, 2, 3, 4, 2, 4, 2, 2, 4, 3, 3]",geometric,0.1,0.99,0.001,0.0999665624960083,0.1,1024
