,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,1300.0,200,0.0045729999837931246,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 1, 4, 2, 4, 2, 0, 3, 4, 4, 2, 1, 3, 2, 3, 1, 4, 0, 3, 0, 1, 4, 4, 2, 2, 1, 0, 3, 0, 4, 4, 0, 4, 4, 0, 3, 1, 4, 4, 4, 2, 3, 1, 1, 2, 2, 2, 4, 3, 2]",200,0.25,1024
1,1,1300.0,401,0.018209700006991625,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 1, 4, 2, 4, 2, 0, 3, 4, 4, 2, 1, 3, 2, 3, 1, 4, 0, 3, 0, 1, 4, 4, 2, 2, 1, 0, 3, 0, 4, 4, 0, 4, 4, 0, 3, 1, 4, 4, 4, 2, 3, 1, 1, 2, 2, 2, 4, 3, 2]",200,0.25,1024
2,2,1300.0,602,0.03203110001049936,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 4, 3, 3, 0, 4, 2, 2, 0, 3, 4, 2, 1, 2, 4, 4, 4, 4, 4, 4, 2, 1, 2, 4, 1, 4, 2, 4, 2, 0, 3, 4, 4, 2, 1, 3, 2, 3, 1, 4, 0, 3, 0, 1, 4, 4, 2, 2, 1, 0, 3, 0, 4, 4, 0, 4, 4, 0, 3, 1, 4, 4, 4, 2, 3, 1, 1, 2, 2, 2, 4, 3, 2]",200,0.25,1024
3,4,1325.0,1005,0.05647979999775998,"[3, 2, 1, 1, 3, 3, 0, 4, 4, 1, 3, 1, 1, 2, 0, 2, 2, 3, 1, 3, 0, 2, 1, 3, 4, 1, 3, 4, 3, 3, 0, 0, 4, 3, 4, 2, 3, 4, 0, 4, 4, 4, 1, 4, 0, 3, 3, 1, 0, 4, 2, 3, 4, 4, 4, 0, 4, 4, 3, 4, 0, 4, 3, 3, 0, 3, 1, 2, 0, 4, 0, 4, 4, 3, 4, 3, 3, 3, 0, 4, 0, 4, 4, 4, 2, 4, 1, 1, 0, 4, 4, 4, 4, 0, 2, 4, 4, 4, 4, 2]",200,0.25,1024
4,8,1435.0,1812,0.10777870001038536,"[4, 3, 1, 4, 3, 3, 0, 4, 4, 1, 3, 3, 1, 2, 3, 2, 2, 3, 4, 1, 0, 2, 1, 3, 4, 0, 3, 2, 3, 0, 0, 2, 4, 2, 3, 2, 3, 1, 4, 0, 4, 3, 3, 4, 4, 0, 2, 2, 0, 4, 2, 3, 4, 3, 4, 3, 4, 4, 4, 4, 1, 4, 3, 2, 0, 2, 0, 3, 4, 3, 0, 4, 3, 3, 4, 3, 3, 3, 3, 4, 0, 4, 4, 3, 0, 0, 0, 1, 4, 3, 4, 0, 4, 4, 2, 4, 1, 3, 2, 4]",200,0.25,1024
5,16,1577.0,3425,0.2076095000084024,"[4, 3, 1, 2, 3, 4, 4, 0, 4, 2, 3, 0, 4, 2, 3, 3, 3, 3, 3, 2, 1, 1, 2, 1, 4, 4, 4, 2, 3, 4, 2, 2, 4, 4, 0, 3, 1, 0, 4, 4, 4, 3, 3, 2, 4, 2, 4, 2, 4, 3, 4, 4, 4, 3, 4, 0, 4, 4, 3, 4, 4, 4, 4, 4, 0, 3, 1, 4, 3, 2, 1, 3, 1, 3, 3, 3, 2, 3, 4, 4, 2, 4, 4, 4, 4, 2, 3, 4, 3, 3, 4, 2, 4, 4, 2, 3, 2, 1, 3, 4]",200,0.25,1024
6,32,1745.0,6653,0.40440520000993274,"[2, 2, 3, 4, 1, 3, 2, 4, 4, 2, 3, 3, 4, 3, 3, 4, 2, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 2, 4, 4, 0, 3, 4, 3, 4, 3, 3, 2, 4, 0, 4, 4, 4, 4, 4, 2, 4, 4, 0, 4, 4, 4, 4, 3, 4, 0, 4, 4, 3, 3, 4, 3, 4, 4, 0, 3, 4, 3, 2, 2, 1, 4, 3, 3, 4, 2, 3, 4, 2, 4, 4, 4, 3, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 1, 0, 4]",200,0.25,1024
7,64,1885.0,13102,0.7940153999952599,"[4, 2, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 1, 3, 1, 4, 2, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 4, 0, 4, 2, 2, 2, 2, 0, 3, 4, 1, 4, 4, 4, 1, 4, 4, 4, 2, 0, 4, 4, 4, 4, 4, 4, 0, 4, 4, 3, 4, 0, 3, 4, 4, 4, 4, 1, 4, 4, 2, 0, 4, 1, 4, 3, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 1, 4, 4, 4, 4, 0, 4, 3, 4, 2, 4]",200,0.25,1024
8,128,1929.0,25984,1.5855063000053633,"[4, 2, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 3, 2, 4, 3, 0, 3, 4, 0, 4, 4, 4, 0, 4, 4, 4, 0, 0, 4, 4, 4, 4, 4, 4, 0, 4, 4, 2, 4, 0, 4, 4, 4, 0, 4, 0, 4, 4, 2, 0, 4, 1, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4]",200,0.25,1024
9,256,1934.0,51716,3.1651486000046134,"[4, 0, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 3, 2, 4, 2, 0, 4, 4, 0, 4, 4, 4, 0, 4, 4, 4, 1, 0, 4, 4, 4, 4, 4, 4, 0, 4, 4, 2, 4, 0, 4, 4, 4, 0, 4, 0, 4, 4, 4, 0, 4, 1, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4]",200,0.25,1024
