,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,102.0,0,0.0001621999981580302,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4]",geometric,0.1,0.99,0.001,0.09999983698368718,0.1,1024
1,1,123.0,2,0.001341600000159815,"[1, 2, 2, 1, 0, 3, 3, 3, 3, 4]",geometric,0.1,0.99,0.001,0.09999865165603197,0.1,1024
2,2,151.0,4,0.002288899995619431,"[1, 2, 2, 1, 4, 3, 3, 3, 3, 4]",geometric,0.1,0.99,0.001,0.09999769960509039,0.1,1024
3,4,156.0,7,0.003337000001920387,"[1, 2, 3, 1, 4, 3, 3, 3, 3, 4]",geometric,0.1,0.99,0.001,0.09999664625916291,0.1,1024
4,8,156.0,11,0.00441589999536518,"[1, 2, 3, 1, 4, 3, 3, 3, 3, 4]",geometric,0.1,0.99,0.001,0.09999556197067855,0.1,1024
5,16,156.0,19,0.005875400005606934,"[1, 2, 3, 1, 4, 3, 3, 3, 3, 4]",geometric,0.1,0.99,0.001,0.09999409520000718,0.1,1024
6,32,156.0,35,0.007624199992278591,"[1, 2, 3, 1, 4, 3, 3, 3, 3, 4]",geometric,0.1,0.99,0.001,0.09999233771651428,0.1,1024
7,64,156.0,67,0.010393599994131364,"[1, 2, 3, 1, 4, 3, 3, 3, 3, 4]",geometric,0.1,0.99,0.001,0.09998955462850012,0.1,1024
8,128,163.0,132,0.017000399995595217,"[1, 2, 3, 1, 4, 3, 3, 3, 4, 4]",geometric,0.1,0.99,0.001,0.09998291548660927,0.1,1024
9,256,163.0,260,0.03166439999768045,"[1, 2, 3, 1, 4, 3, 3, 3, 4, 4]",geometric,0.1,0.99,0.001,0.09996818127777186,0.1,1024
10,512,163.0,516,0.07717429999320302,"[1, 2, 3, 1, 4, 3, 3, 3, 4, 4]",geometric,0.1,0.99,0.001,0.09992246730871686,0.1,1024
11,1024,163.0,579,0.09235320000152569,"[1, 2, 3, 1, 4, 3, 3, 3, 4, 4]",geometric,0.1,0.99,0.001,0.09990722499492805,0.1,1024
12,0,102.0,0,7.809999806340784e-05,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4]",geometric,0.5,0.99,0.001,0.4999996075345487,0.5,1024
13,1,123.0,2,0.0024464999878546223,"[1, 2, 2, 1, 0, 3, 3, 3, 3, 4]",geometric,0.5,0.99,0.001,0.49998770607787124,0.5,1024
