,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,5.0,0,0.00013169999874662608,"[1, 0, 0, 1, 0, 1, 1, 1, 1, 0]",25,1024,0
1,1,7.0,2,0.0017610000068088993,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",25,1024,0
2,2,7.0,3,0.0037760999985039234,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",25,1024,0
3,4,7.0,5,0.005448199997772463,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",25,1024,0
4,8,7.0,9,0.008658000006107613,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",25,1024,0
5,16,7.0,17,0.010012800004915334,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",25,1024,0
6,32,7.0,33,0.012057999992975965,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",25,1024,0
7,64,7.0,65,0.015500800000154413,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",25,1024,0
8,128,7.0,129,0.022514299998874776,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",25,1024,0
9,256,7.0,257,0.03877420000208076,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",25,1024,0
10,512,7.0,502,0.1028130000049714,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",25,1024,0
11,1024,7.0,502,0.1028130000049714,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",25,1024,0
12,0,5.0,502,0.10600359999807552,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1]",25,1024,1
13,1,5.0,503,0.10855499999888707,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1]",25,1024,1
14,2,5.0,504,0.11214789999939967,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1]",25,1024,1
15,4,5.0,506,0.11483750000479631,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1]",25,1024,1
16,8,6.0,511,0.11925449999398552,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",25,1024,1
