,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,209.0,0,0.00012509999214671552,"[1, 2, 2, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2]",geometric,0.1,0.99,0.001,0.09999987427038541,0.1,1024
1,1,225.0,2,0.0013506999966921285,"[1, 2, 4, 1, 0, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2]",geometric,0.1,0.99,0.001,0.09999864251035356,0.1,1024
2,2,246.0,4,0.0023093000054359436,"[1, 2, 4, 1, 3, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2]",geometric,0.1,0.99,0.001,0.09999767910286912,0.1,1024
3,4,246.0,6,0.004390200003399514,"[1, 2, 4, 1, 3, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2]",geometric,0.1,0.99,0.001,0.09999558779889064,0.1,1024
4,8,256.0,12,0.006374200005666353,"[1, 2, 4, 2, 4, 3, 3, 3, 0, 4, 0, 2, 2, 4, 3, 4, 3, 2, 2, 2]",geometric,0.1,0.99,0.001,0.09999359392011263,0.1,1024
5,16,272.0,22,0.007911499997135252,"[1, 2, 4, 2, 4, 3, 3, 3, 0, 4, 0, 2, 2, 4, 4, 4, 3, 3, 2, 2]",geometric,0.1,0.99,0.001,0.0999920489929017,0.1,1024
6,32,272.0,38,0.01037489999725949,"[1, 2, 4, 2, 4, 3, 3, 3, 0, 4, 0, 2, 2, 4, 4, 4, 3, 3, 2, 2]",geometric,0.1,0.99,0.001,0.09998957342066368,0.1,1024
7,64,279.0,71,0.01316410000436008,"[2, 2, 4, 2, 4, 3, 3, 3, 0, 4, 0, 2, 2, 4, 4, 4, 3, 3, 2, 2]",geometric,0.1,0.99,0.001,0.09998677051254859,0.1,1024
8,128,279.0,135,0.0189371000014944,"[2, 2, 4, 2, 4, 3, 3, 3, 0, 4, 0, 2, 2, 4, 4, 4, 3, 3, 2, 2]",geometric,0.1,0.99,0.001,0.09998096938953982,0.1,1024
9,256,279.0,263,0.03396990000328515,"[2, 2, 4, 2, 4, 3, 3, 3, 0, 4, 0, 2, 2, 4, 4, 4, 3, 3, 2, 2]",geometric,0.1,0.99,0.001,0.09996586493694452,0.1,1024
