,num_components,mean_kurtosis,std_kurtosis
0,2,1.0666294326090888,1.3193143150641107
1,3,1.7469699805719714,2.0861974387460815
2,4,2.458587445159134,1.92960264140807
3,5,8.745406127799045,16.341146258892017
4,6,7.680444994911009,14.730471960082127
5,7,7.416126604712664,11.789408180651858
6,8,12.611011904415875,23.65427058933705
7,9,12.285821737681978,22.893283350411874
8,10,12.01703421360255,22.75567541196413
9,11,19.407645663317627,34.49633528029608
