,n_components,covariance_type,bic_score,std_bic_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time
1,7,full,-649292.9777480498,5353.12152380242,1.1758018493652345,0.14416299372132416,0.021289873123168945,0.000534751079980938
0,2,full,-472290.216375079,3501.5208341722746,0.7012453556060791,0.17580617200530535,0.007600212097167968,0.0004903443252400105
2,12,full,-467449.7664107696,181364.07806732354,2.3487565994262694,0.4402617170881445,0.0343564510345459,0.001079237282472993
3,17,full,-392319.81053443893,8466.534835738157,2.8644086360931396,0.2910736037522433,0.046940183639526366,0.002002726467423441
4,22,full,59961.23302727872,458191.9831879334,3.560819625854492,0.5742972534389177,0.0585573673248291,0.00124938782258895
5,27,full,169958.45138067412,281911.3923344177,4.129256248474121,0.326309587733352,0.07192602157592773,0.001659867056000199
6,32,full,305731.0405504316,7608.736733656133,5.4489603519439695,1.6999754076173388,0.08459229469299316,0.0017541798920836767
7,37,full,719086.9049901695,317661.8176504894,5.29795207977295,1.0687439645533343,0.10395827293395996,0.00993916731763921
9,47,full,1111134.979643744,16191.452857681068,6.828114223480225,0.7282956822955934,0.13175792694091798,0.008631228382999248
8,42,full,1574812.7420205188,987360.8891522111,6.698098754882812,1.9535468594690786,0.11124978065490723,0.0020268735897823005
10,52,full,1687949.9349555231,611502.2835604,7.311796236038208,0.8143198339108715,0.13951892852783204,0.006950893945331794
11,57,full,2173403.778193766,622481.5302288432,7.226395606994629,1.1016768863197244,0.15765480995178222,0.004996062460334665
12,62,full,2226387.6899145967,520508.11300367693,7.903157472610474,2.697430262914007,0.1687770366668701,0.008535524688677323
13,67,full,2245512.011951471,8835.89498139707,9.289651727676391,1.246327524279247,0.17727127075195312,0.0019338174225424025
15,77,full,3365593.164579966,1068496.5848175273,9.544327735900879,1.283503444167318,0.20600976943969726,0.008355251943578786
16,82,full,4165056.5509179085,929393.5363115865,9.221217918395997,0.5872299213381152,0.22762012481689453,0.01517061007724913
17,87,full,4229912.4188011,746355.4182256197,11.154019451141357,1.5431800579788508,0.22567448616027833,0.0007322417133250582
14,72,full,4431862.849757066,1882946.496550273,10.977051591873169,1.4602972173556974,0.19189772605895997,0.004520771048400875
20,102,full,4547937.06983736,519129.73904203775,13.527421998977662,1.2671650093120577,0.2742281913757324,0.011577085854284267
18,92,full,4705908.267878821,843053.0383351836,15.745245695114136,3.347198389418559,0.2442338466644287,0.007996858710328765
21,107,full,4887249.7012144225,599604.1898878211,12.938550758361817,1.5892632255552934,0.2992108821868896,0.005923379817000786
19,97,full,5062201.030944234,1568238.9586815655,12.48502607345581,2.4101481719979576,0.27570457458496095,0.010786728675053326
22,112,full,5148409.3749894025,533248.187417476,12.392541313171387,2.9951714871357136,0.30368623733520506,0.003646068635683652
23,117,full,5582023.360459252,583056.2296225566,15.843364238739014,4.55491707631932,0.31572256088256834,0.0034611739147390086
25,127,full,7368262.251928982,1974542.0628804762,14.032749462127686,2.728173302911673,0.3493193626403809,0.009794260957074941
24,122,full,7825036.922182213,3390783.2059587273,15.65330753326416,2.7139222697798915,0.3290384292602539,0.007569541301400263
